GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|522837954|ref|NZ_KE159520.1|:c1425988-1423502|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6XCI5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter asburiae,2487,54,0.0.0.0,21.71290711700844
gi|522837954|ref|NZ_KE159520.1|:c1425988-1423502|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6XCI5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2487,50,0.0.0.0,20.10454362685967
gi|522837947|ref|NZ_KE159513.1|:1579406-1581877|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2472,153,0.0.0.0,61.89320388349515
gi|522837947|ref|NZ_KE159513.1|:637538-640006|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9H1|UniRef50_A6LBH0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2469,36,0.0.0.0,14.580801944106927
gi|410101286|ref|NZ_JH976472.1|:c1131337-1128644|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L7Y4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2694,10,2.4.1.25,3.7119524870081664
gi|522837947|ref|NZ_KE159513.1|:1719080-1721776|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,2697,1,0.0.0.0,0.3707823507601038
gi|522837947|ref|NZ_KE159513.1|:1719080-1721776|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2697,3,0.0.0.0,1.1123470522803114
gi|522837947|ref|NZ_KE159513.1|:1719080-1721776|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2697,986,0.0.0.0,365.59139784946234
gi|522837947|ref|NZ_KE159513.1|:1719080-1721776|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2697,3,0.0.0.0,1.1123470522803114
gi|522837947|ref|NZ_KE159513.1|:1719080-1721776|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria,2697,1,0.0.0.0,0.3707823507601038
gi|522837947|ref|NZ_KE159513.1|:1719080-1721776|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root,2697,2,0.0.0.0,0.7415647015202076
gi|522837953|ref|NZ_KE159519.1|:c1095350-1092678|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5TVB0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2673,56,0.0.0.0,20.950243172465395
gi|522837953|ref|NZ_KE159519.1|:c1095350-1092678|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5TVB0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2673,1,0.0.0.0,0.37411148522259635
gi|522837953|ref|NZ_KE159519.1|:c1095350-1092678|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5TVB0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,2673,2,0.0.0.0,0.7482229704451927
gi|522837953|ref|NZ_KE159519.1|:757236-759920|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio harveyi,2685,50,3.6.3.8,18.6219739292365
gi|522837953|ref|NZ_KE159519.1|:757236-759920|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,2685,28,3.6.3.8,10.42830540037244
gi|522837954|ref|NZ_KE159520.1|:1121715-1124435|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6E9|UniRef50_A6LHB1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,2721,1,2.7.13.3,0.3675119441381845
gi|522837954|ref|NZ_KE159520.1|:1121715-1124435|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6E9|UniRef50_A6LHB1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2721,321,2.7.13.3,117.97133406835722
gi|522837954|ref|NZ_KE159520.1|:815052-817784|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LH72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2733,143,0.0.0.0,52.323454079765824
gi|522837954|ref|NZ_KE159520.1|:815052-817784|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6LH72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2733,176,0.0.0.0,64.39809732894255
gi|522837953|ref|NZ_KE159519.1|:c1073111-1070379|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W2C0S0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2733,83,0.0.0.0,30.369557263080864
gi|522837947|ref|NZ_KE159513.1|:c529770-527059|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZLL5|UniRef50_G8UMZ0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium orientale,2712,59,0.0.0.0,21.755162241887906
gi|522837954|ref|NZ_KE159520.1|:c1316762-1314054|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AWK9|UniRef50_R7E3W4,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter heparinus,2709,44,0.0.0.0,16.242155777039496
gi|522837947|ref|NZ_KE159513.1|:c1997488-1994768|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AMZ1|UniRef50_N2AMZ1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_;s_secondary endosymbiont of Heteropsylla cubana,2721,78,0.0.0.0,28.66593164277839
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2721,1,2.7.9.1,0.3675119441381845
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2721,2,2.7.9.1,0.735023888276369
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,2721,8,2.7.9.1,2.940095553105476
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella sp. oral taxon HOT-286,2721,4,2.7.9.1,1.470047776552738
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,2721,2,2.7.9.1,0.735023888276369
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2721,47,2.7.9.1,17.27306137449467
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,2721,42,2.7.9.1,15.435501653803748
gi|410101288|ref|NZ_JH976474.1|:c555231-552511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6E9G2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,2721,1,2.7.9.1,0.3675119441381845
gi|410101287|ref|NZ_JH976473.1|:923531-926245|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NMF5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2715,13,0.0.0.0,4.788213627992634
gi|522837953|ref|NZ_KE159519.1|:c785465-782850|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G2YZY1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2616,2,6.1.1.9,0.764525993883792
gi|522837953|ref|NZ_KE159519.1|:c785465-782850|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G2YZY1,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Cytophaga;s_Cytophaga hutchinsonii,2616,72,6.1.1.9,27.522935779816514
gi|522837953|ref|NZ_KE159519.1|:c785465-782850|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G2YZY1,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,2616,72,6.1.1.9,27.522935779816514
gi|522837953|ref|NZ_KE159519.1|:c785465-782850|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G2YZY1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2616,86,6.1.1.9,32.87461773700306
gi|522837947|ref|NZ_KE159513.1|:c2263934-2261346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5AK03,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Alteromonas,2589,4,0.0.0.0,1.544998068752414
gi|522837947|ref|NZ_KE159513.1|:c2263934-2261346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5AK03,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2589,1,0.0.0.0,0.3862495171881035
gi|522837947|ref|NZ_KE159513.1|:c2263934-2261346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5AK03,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium AZOG21036,2589,2,0.0.0.0,0.772499034376207
gi|522837947|ref|NZ_KE159513.1|:c2263934-2261346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5AK03,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Persicobacteraceae;g_Persicobacter;s_Persicobacter sp. JZB09,2589,1,0.0.0.0,0.3862495171881035
gi|522837947|ref|NZ_KE159513.1|:c2263934-2261346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5AK03,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2589,110,0.0.0.0,42.48744689069139
gi|522837947|ref|NZ_KE159513.1|:c2263934-2261346|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5AK03,root;k_Bacteria;p_Cyanobacteria;c_;o_Synechococcales;f_Synechococcaceae;g_Synechococcus;s_Synechococcus sp. WH 8020,2589,17,0.0.0.0,6.56624179219776
gi|522837947|ref|NZ_KE159513.1|:1232703-1235279|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W6TY93,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,2577,34,5.99.1.3,13.193636010865347
gi|522837947|ref|NZ_KE159513.1|:1232703-1235279|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W6TY93,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2577,6,5.99.1.3,2.3282887077997674
gi|522837947|ref|NZ_KE159513.1|:1232703-1235279|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W6TY93,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Dokdonia;s_Dokdonia sp. MED134,2577,2,5.99.1.3,0.7760962359332557
gi|522837947|ref|NZ_KE159513.1|:1232703-1235279|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W6TY93,root;k_Bacteria,2577,7,5.99.1.3,2.716336825766395
gi|522837947|ref|NZ_KE159513.1|:c2197889-2195232|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYA2|UniRef50_A6L8P8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycolicibacterium;s_Mycolicibacterium goodii,2658,1,0.0.0.0,0.3762227238525207
gi|522837953|ref|NZ_KE159519.1|:c1339345-1336679|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZEK9|UniRef50_A6KXE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,2667,1,0.0.0.0,0.3749531308586427
gi|522837953|ref|NZ_KE159519.1|:c1339345-1336679|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZEK9|UniRef50_A6KXE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,2667,77,0.0.0.0,28.871391076115486
gi|410101285|ref|NZ_JH976471.1|:1293825-1296467|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,2643,1,0.0.0.0,0.37835792659856227
gi|522837953|ref|NZ_KE159519.1|:c1212774-1210135|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_L0G1U9,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Cytophaga;s_Cytophaga hutchinsonii,2640,47,0.0.0.0,17.8030303030303
gi|522837947|ref|NZ_KE159513.1|:c809204-806826|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AVB7|UniRef50_N2AVB7,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,2379,1,0.0.0.0,0.4203446826397646
gi|522837947|ref|NZ_KE159513.1|:c1276633-1274255|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z8L4|UniRef50_S0GRF1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella pneumoniae,2379,2,0.0.0.0,0.8406893652795292
gi|522837947|ref|NZ_KE159513.1|:426331-428703|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JG93,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niabella;s_Niabella ginsenosidivorans,2373,95,0.0.0.0,40.03371260008428
gi|522837947|ref|NZ_KE159513.1|:426331-428703|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JG93,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Fibrella;s_Fibrella aestuarina,2373,10,0.0.0.0,4.214075010535187
gi|522837953|ref|NZ_KE159519.1|:c1622261-1619886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HF92|UniRef50_A6L2C2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2376,1,2.7.13.3,0.4208754208754209
gi|522837953|ref|NZ_KE159519.1|:c1622261-1619886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HF92|UniRef50_A6L2C2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus sp. 1NLA3E,2376,13,2.7.13.3,5.4713804713804715
gi|522837947|ref|NZ_KE159513.1|:c2169011-2166636|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYB9|UniRef50_R5DDI5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2376,3,2.7.13.3,1.2626262626262628
gi|522837947|ref|NZ_KE159513.1|:c2169011-2166636|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYB9|UniRef50_R5DDI5,root;k_Bacteria;p_Armatimonadetes;c_Fimbriimonadia;o_Fimbriimonadales;f_Fimbriimonadaceae;g_Fimbriimonas;s_Fimbriimonas ginsengisoli,2376,2,2.7.13.3,0.8417508417508418
gi|522837947|ref|NZ_KE159513.1|:c2169011-2166636|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYB9|UniRef50_R5DDI5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,2376,1,2.7.13.3,0.4208754208754209
gi|522837947|ref|NZ_KE159513.1|:108958-111345|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBN2|UniRef50_R7A239,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Leuconostoc;s_Leuconostoc gelidum,2388,1,0.0.0.0,0.4187604690117253
gi|410101289|ref|NZ_JH976475.1|:363763-366144|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZDR5|UniRef50_K5ZDR5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Pectobacteriaceae;g_Pectobacterium;s_Pectobacterium parmentieri,2382,29,0.0.0.0,12.174643157010914
gi|522837947|ref|NZ_KE159513.1|:c1840111-1837727|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AMG6|UniRef50_N2AMG6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2385,84,0.0.0.0,35.22012578616353
gi|410101288|ref|NZ_JH976474.1|:c733182-730828|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AVA9|UniRef50_R7A239,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,2355,3,0.0.0.0,1.2738853503184713
gi|410101288|ref|NZ_JH976474.1|:c733182-730828|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AVA9|UniRef50_R7A239,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella pneumoniae,2355,1,0.0.0.0,0.42462845010615713
gi|522837958|ref|NZ_KE159524.1|:111966-114326|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B4M3|UniRef50_N2B4M3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus aureus,2361,3,0.0.0.0,1.2706480304955525
gi|522837958|ref|NZ_KE159524.1|:111966-114326|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B4M3|UniRef50_N2B4M3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2361,1,0.0.0.0,0.4235493434985175
gi|522837958|ref|NZ_KE159524.1|:111966-114326|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B4M3|UniRef50_N2B4M3,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Nonlabens;s_Nonlabens dokdonensis,2361,1,0.0.0.0,0.4235493434985175
gi|522837947|ref|NZ_KE159513.1|:2205490-2207931|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NU49,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2442,54,2.7.2.4,22.11302211302211
gi|522837947|ref|NZ_KE159513.1|:2205490-2207931|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NU49,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Rahnella,2442,43,2.7.2.4,17.60851760851761
gi|522837959|ref|NZ_KE159525.1|:14915-17380|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JHQ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Xanthomonas,2466,2,0.0.0.0,0.8110300081103
gi|522837947|ref|NZ_KE159513.1|:304950-307415|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G0J4A6,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2466,46,0.0.0.0,18.6536901865369
gi|522837947|ref|NZ_KE159513.1|:c1776820-1774376|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AJ83|UniRef50_N2AJ83,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Solibacillus;s_Solibacillus silvestris,2445,75,0.0.0.0,30.67484662576687
gi|522837955|ref|NZ_KE159521.1|:c105801-103405|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5DGG6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2397,51,0.0.0.0,21.276595744680854
gi|522837947|ref|NZ_KE159513.1|:2100384-2102780|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2397,3,0.0.0.0,1.2515644555694618
gi|522837947|ref|NZ_KE159513.1|:2100384-2102780|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,2397,4,0.0.0.0,1.6687526074259493
gi|522837947|ref|NZ_KE159513.1|:2100384-2102780|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L0N6,root,2397,1,0.0.0.0,0.41718815185648733
gi|522837947|ref|NZ_KE159513.1|:c1262887-1260488|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AKC8|UniRef50_N2AKC8,root;k_Bacteria,2400,1,0.0.0.0,0.4166666666666667
