GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|374087949|ref|NZ_JH599912.1|:1-1008|1054213|g__Acetobacteraceae_noname.s__Acetobacteraceae_bacterium_AT_5844|UniRef90_G9ZU40|UniRef50_G1XWW4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1008,1,0.0.0.0,0.9920634920634921
gi|522837947|ref|NZ_KE159513.1|:c533074-531803|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q7MU77,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1272,1,2.7.2.3,0.7861635220125786
gi|410101286|ref|NZ_JH976472.1|:120102-121373|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AP50|UniRef50_R6DI84,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Desulfitobacterium;s_Desulfitobacterium metallireducens,1272,2,0.0.0.0,1.572327044025157
gi|522837953|ref|NZ_KE159519.1|:1408140-1409432|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HNY2|UniRef50_R6C517,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella,1293,1,0.0.0.0,0.7733952049497294
gi|410101285|ref|NZ_JH976471.1|:c1191942-1190650|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVN0|UniRef50_A6GW04,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1293,1,6.1.1.1,0.7733952049497294
gi|522837956|ref|NZ_KE159522.1|:c334784-333495|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L260|UniRef50_Q89YI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1290,8,0.0.0.0,6.201550387596899
gi|522837947|ref|NZ_KE159513.1|:1024077-1025366|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ3|UniRef50_Q4FPV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1290,3,1.6.5.8,2.3255813953488373
gi|522837947|ref|NZ_KE159513.1|:1024077-1025366|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ3|UniRef50_Q4FPV2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1290,1,1.6.5.8,0.7751937984496123
gi|522837947|ref|NZ_KE159513.1|:1024077-1025366|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHQ3|UniRef50_Q4FPV2,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1290,1,1.6.5.8,0.7751937984496123
gi|410101285|ref|NZ_JH976471.1|:234440-235729|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LER8|UniRef50_I3YKN2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1290,1,0.0.0.0,0.7751937984496123
gi|522837954|ref|NZ_KE159520.1|:c142549-141257|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2N4|UniRef50_Q04972,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium psychrophilum,1293,1,0.0.0.0,0.7733952049497294
gi|410101285|ref|NZ_JH976471.1|:c38271-36985|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WZJ2|UniRef50_B2GAM0,root;k_Bacteria,1287,5,4.2.1.11,3.885003885003885
gi|522837954|ref|NZ_KE159520.1|:1446879-1448165|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z030|UniRef50_K5Z030,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Geodermatophilales;f_Geodermatophilaceae;g_Geodermatophilus;s_Geodermatophilus obscurus,1287,1,0.0.0.0,0.7770007770007771
gi|522837954|ref|NZ_KE159520.1|:359253-360497|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A255|UniRef50_R5JV60,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1245,1,0.0.0.0,0.8032128514056224
gi|522837958|ref|NZ_KE159524.1|:154288-155532|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZX1|UniRef50_R6Y7Z1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1245,1,0.0.0.0,0.8032128514056224
gi|522837947|ref|NZ_KE159513.1|:783498-784742|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YPG7|UniRef50_D9RS64,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1245,1,0.0.0.0,0.8032128514056224
gi|522837955|ref|NZ_KE159521.1|:c173195-171951|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A7AI14|UniRef50_K4IJM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,1245,30,0.0.0.0,24.096385542168672
gi|522837955|ref|NZ_KE159521.1|:c173195-171951|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A7AI14|UniRef50_K4IJM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1245,11,0.0.0.0,8.835341365461847
gi|522837953|ref|NZ_KE159519.1|:c1262260-1261010|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTS6|UniRef50_B2RLA8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1251,1,3.5.2.7,0.7993605115907275
gi|522837947|ref|NZ_KE159513.1|:c1713217-1711979|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VJE1|UniRef50_Q64WK8,root,1239,4,0.0.0.0,3.228410008071025
gi|522837947|ref|NZ_KE159513.1|:c1713217-1711979|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VJE1|UniRef50_Q64WK8,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1239,7,0.0.0.0,5.649717514124293
gi|522837947|ref|NZ_KE159513.1|:c1155264-1154029|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YC20|UniRef50_R6WTE2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1236,2,0.0.0.0,1.6181229773462784
gi|410101286|ref|NZ_JH976472.1|:c1038862-1037627|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1236,1,0.0.0.0,0.8090614886731392
gi|410101290|ref|NZ_JH976476.1|:c133417-132179|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ33|UniRef50_R5U725,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium;s_Carnobacterium sp. CP1,1239,2,0.0.0.0,1.6142050040355125
gi|522837947|ref|NZ_KE159513.1|:c2094127-2092886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2Y2|UniRef50_Q64WK8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1242,2,0.0.0.0,1.6103059581320451
gi|423342194|ref|NZ_JH976466.1|:1134061-1134318|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,258,2,0.0.0.0,7.751937984496124
gi|423342194|ref|NZ_JH976466.1|:1131076-1131900|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,2,0.0.0.0,2.4242424242424243
gi|224580305|ref|NZ_DS996452.1|:c100816-100523|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A6LEI9|UniRef50_R7JL92,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,294,1,0.0.0.0,3.4013605442176873
gi|423342194|ref|NZ_JH976466.1|:c951061-950471|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_K5ZDQ9|UniRef50_F9D752,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,591,1,0.0.0.0,1.6920473773265652
gi|423343373|ref|NZ_JH976467.1|:619740-619928|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_K5Z607|UniRef50_K5Z607,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,189,1,0.0.0.0,5.291005291005291
gi|224580298|ref|NZ_DS996445.1|:61866-62144|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A7AAS6|UniRef50_A7AAS6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,279,8,0.0.0.0,28.673835125448026
gi|423342194|ref|NZ_JH976466.1|:c948112-947873|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_unknown|UniRef50_Q5L8N8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,240,1,0.0.0.0,4.166666666666667
gi|423342194|ref|NZ_JH976466.1|:942398-942688|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A0A015Y246|UniRef50_A6L288,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,291,3,0.0.0.0,10.309278350515465
gi|423342194|ref|NZ_JH976466.1|:942398-942688|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A0A015Y246|UniRef50_A6L288,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,291,5,0.0.0.0,17.18213058419244
gi|224580308|ref|NZ_DS996455.1|:c33426-33076|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_B7BED2|UniRef50_R5CAP9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,351,1,0.0.0.0,2.8490028490028494
gi|423342194|ref|NZ_JH976466.1|:c927524-925809|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_unknown|UniRef50_A5FFH5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1716,8,0.0.0.0,4.662004662004662
gi|224580306|ref|NZ_DS996453.1|:266968-267969|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,1,1.2.1.12,0.998003992015968
gi|423342194|ref|NZ_JH976466.1|:940743-941756|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_D6D372|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1014,1,0.0.0.0,0.9861932938856016
gi|423342194|ref|NZ_JH976466.1|:943951-944850|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A0A017N977|UniRef50_A6L291,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,900,5,0.0.0.0,5.555555555555555
gi|223667656|ref|NZ_DS264476.1|:67627-67920|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI9|UniRef50_R7JL92,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,294,1,0.0.0.0,3.4013605442176873
gi|423346890|ref|NZ_JH976454.1|:77200-77595|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEH7|UniRef50_C5CGI8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,396,1,0.0.0.0,2.525252525252525
gi|423725329|ref|NZ_JH976530.1|:c102083-101259|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,1,0.0.0.0,1.2121212121212122
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,267,869,0.0.0.0,3254.6816479400745
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,267,82,0.0.0.0,307.11610486891385
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia,267,1,0.0.0.0,3.745318352059925
gi|223667656|ref|NZ_DS264476.1|:70913-71170|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,258,1,0.0.0.0,3.875968992248062
gi|423724126|ref|NZ_JH976527.1|:c79284-78907|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LE82|UniRef50_Q2JFI6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,378,1,0.0.0.0,2.6455026455026456
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root,150,6,0.0.0.0,40.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinilabiliaceae;g_Anaerophaga;s_uncultured Anaerophaga sp.,150,71,0.0.0.0,473.33333333333337
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides goldsteinii,150,4,0.0.0.0,26.666666666666668
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,137,0.0.0.0,913.3333333333334
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,150,7,0.0.0.0,46.66666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_;p_;c_;o_;f_;g;_;s_uncultured prokaryote,150,2,0.0.0.0,13.333333333333334
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_uncultured Parabacteroides sp.,150,1,0.0.0.0,6.666666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria,150,2,0.0.0.0,13.333333333333334
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_uncultured Porphyromonas sp.,150,1,0.0.0.0,6.666666666666667
gi|223667726|ref|NZ_DS264546.1|:c392101-389900|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_unknown|UniRef50_A2U077,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,2202,1,5.4.99.2,0.45413260672116257
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,120,1,0.0.0.0,8.333333333333334
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria,120,1,0.0.0.0,8.333333333333334
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root,165,51,0.0.0.0,309.09090909090907
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,165,6,0.0.0.0,36.36363636363636
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria,165,5,0.0.0.0,30.3030303030303
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,165,1,0.0.0.0,6.0606060606060606
gi|223667707|ref|NZ_DS264527.1|:153067-153270|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_R6WX03|UniRef50_R6WX03,root,204,2,0.0.0.0,9.803921568627452
gi|423721761|ref|NZ_JH976524.1|:c198-1|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_K6B5C7|UniRef50_K6B5C7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,198,762,0.0.0.0,3848.4848484848485
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,108,1,0.0.0.0,9.25925925925926
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium 5G4,108,1,0.0.0.0,9.25925925925926
gi|223667656|ref|NZ_DS264476.1|:70266-70700|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI4|UniRef50_A6LEI4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,435,33,0.0.0.0,75.86206896551724
gi|223667722|ref|NZ_DS264542.1|:c174705-174430|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AHB3|UniRef50_A7AHB3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,276,1,0.0.0.0,3.623188405797101
gi|223667656|ref|NZ_DS264476.1|:c159974-159666|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AK72|UniRef50_A7AK72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,309,1,0.0.0.0,3.236245954692557
gi|223667672|ref|NZ_DS264492.1|:c126085-125807|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AAS6|UniRef50_A7AAS6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,279,5,0.0.0.0,17.921146953405017
gi|301311805|ref|NZ_GG775004.1|:c243821-243672|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_D0THS5|UniRef50_D0THS5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,150,31,0.0.0.0,206.66666666666669
gi|301311805|ref|NZ_GG775004.1|:c251474-251217|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,258,1,0.0.0.0,3.875968992248062
gi|301311805|ref|NZ_GG775004.1|:c251215-250850|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_A6LEI1|UniRef50_Q30TV4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Petrimonas;s_Petrimonas mucosa,366,1,0.0.0.0,2.73224043715847
gi|301309650|ref|NZ_GG774987.1|:c78321-77320|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_A6LC65|UniRef50_R7KL80,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1002,1,0.0.0.0,0.998003992015968
gi|301309650|ref|NZ_GG774987.1|:c990157-988841|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_R6Y2Z7|UniRef50_F4KLR9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella sp. oral taxon HOT-286,1317,1,0.0.0.0,0.7593014426727411
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1659,2,0.0.0.0,1.2055455093429777
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria,1659,4,0.0.0.0,2.4110910186859553
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:3252382-3254205|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,10,0.0.0.0,5.482456140350877
gi|498503065|ref|NZ_KB822571.1|:6313168-6313920|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AX90|UniRef50_F9ZBJ5,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,753,2,0.0.0.0,2.6560424966799467
gi|498503065|ref|NZ_KB822571.1|:3486219-3487874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,705,0.0.0.0,425.72463768115944
gi|498503065|ref|NZ_KB822571.1|:c935337-933781|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2ARM6|UniRef50_F4C9S1,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1557,91,0.0.0.0,58.445728965960186
gi|498503065|ref|NZ_KB822571.1|:6861749-6862420|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AK38|UniRef50_Q5LFY0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,672,1,0.0.0.0,1.488095238095238
gi|498503065|ref|NZ_KB822571.1|:c1792137-1791463|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LF25|UniRef50_B2RJF8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Capnocytophaga ochracea,675,1,4.1.1.65,1.4814814814814814
