taxa_x,uniref90,length,taxa_y,RPK
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZW71,1596.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9T8,1575.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,27.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B330,1614.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZP30,1620.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTH3,1620.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYD5,1620.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B6P7,1617.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,17.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AYV9,1620.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BCU2,1602.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6IIS7,1599.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZS47,1608.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q5L7N5,1608.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WQF7,1605.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ALS7,3171.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1V4,3105.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZIB9,3126.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHC5,3237.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8F0,3207.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,40.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVA3,3186.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B405,3183.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,266.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM72,3219.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AQ86,3213.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,46.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B3E4,2883.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI26,2889.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ABH1,2736.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AXC2,2735.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AY44,2745.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BJ19,2811.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,19.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUG9,3039.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRL7,3042.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1A3,3018.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,47.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGA7,3027.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,54.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AMN3,3066.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AX53,2946.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GHM4,2973.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5T7,3747.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AJJ2,3912.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5Q7,3861.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUR2,3960.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GNF1,3960.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASM3,3507.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GNB3,3531.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRZ5,3501.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y5V5,3651.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUB9,3561.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGP0,3606.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AGC0,5118.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ASG6,4986.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHM4,4563.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B002,5493.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,22.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YC15,4161.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B947,3351.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2J2,3360.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZBF8,3363.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y8K4,3309.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A7ADT9,3309.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AZM4,3303.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZPH1,3321.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,80.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2A2,3312.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYR5,3456.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,13.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZNM3,3453.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,23.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ARH6,3417.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YZ96,3417.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,57.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YN15,2265.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A1Z1,2262.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AKX9,2262.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y6T0,2283.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRF6,2223.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5K3,2220.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AA89,2259.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI44,2346.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,18.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5M3,2304.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B1C8,2313.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYE4,2298.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_S0GRH1,2316.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YG59,2121.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZNE1,2148.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APL4,2133.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_C3QQ70,2082.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHA6,2106.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,26.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTG2,2193.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZRM2,2202.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A3I5,2217.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0T5,2211.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,37.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A5V0,2211.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD06,2163.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUF0,2178.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI68,2517.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YE48,2493.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A468,2490.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B4W5,2700.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZLW5,2727.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUG3,2376.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B7R4,2382.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z132,2358.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZDG3,2421.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHV1,2445.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,41.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9H7,2397.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y6S4,1116.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z893,1110.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZKW9,1107.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A0A5,1110.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YMK4,1110.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z717,1107.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WP78,1113.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,20.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AWS3,1110.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGH3,1125.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WRV3,1125.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZNF0,1131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B7H3,1131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YYJ1,1131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,7.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM49,1131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AWM7,1131.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z5G3,1122.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRR2,1122.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AHD3,1119.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZI02,1119.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z9V4,1125.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYT8,1086.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6L8T3,1086.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZU73,1092.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YF32,1095.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD90,1077.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BA16,1077.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,34.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6U4,1083.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZSQ3,1083.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUM7,1083.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AWH8,1101.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AQ01,1104.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A2Q0,1104.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ANH2,1098.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LDB7,1098.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,46.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6APQ2,1170.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6L6S6,1170.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z1V4,1167.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZD17,1167.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_Q64WI5,1173.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A6Z8,1173.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2BE98,1176.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R5FED3,1173.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AP08,1164.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A116,1164.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2ATB8,1164.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6IFD4,1167.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y229,1167.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A921,1182.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZHF0,1182.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YG43,1185.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Y084,1185.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2AT07,1185.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,3.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LE88,1188.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,150.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZUD5,1185.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,4.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A930,1185.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AUC7,1176.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YS20,1176.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YRA8,1143.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A8J9,1146.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL35,1146.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LD07,1146.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZCG2,1143.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A4H5,1134.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZGT5,1137.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,64.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6A417,1137.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6X568,1161.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,8.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WPR5,1146.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZJY9,1002.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,6.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_R6WSG7,996.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YTV7,996.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZYN5,999.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6AYQ8,1008.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A0A015UVB4,1014.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZVN3,1014.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,11.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5Z222,1017.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,9.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LA92,1020.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LFQ5,1011.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_N2B341,1014.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZTF7,975.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K6ARR5,975.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZV73,969.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,1.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZL62,972.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,10.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5YM75,993.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,5.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_K5ZEL4,990.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,2.0
g__Parabacteroides.s__Parabacteroides_goldsteinii,UniRef90_A6LHM8,990.0,g__Parabacteroides.s__Parabacteroides_goldsteinii,12.0
