GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|522837954|ref|NZ_KE159520.1|:c957496-956093|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6J9|UniRef50_B5F623,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,1404,2,5.3.1.12,1.4245014245014247
gi|522837954|ref|NZ_KE159520.1|:c957496-956093|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6J9|UniRef50_B5F623,root;k_Bacteria,1404,2,5.3.1.12,1.4245014245014247
gi|522837954|ref|NZ_KE159520.1|:c957496-956093|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6J9|UniRef50_B5F623,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Salmonella;s_Salmonella bongori,1404,1,5.3.1.12,0.7122507122507123
gi|522837955|ref|NZ_KE159521.1|:c239347-237938|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BGY7|UniRef50_A6LH35,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1410,1,0.0.0.0,0.7092198581560284
gi|410101285|ref|NZ_JH976471.1|:1244074-1245471|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRJ2|UniRef50_R6C6B0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1398,1,0.0.0.0,0.715307582260372
gi|522837954|ref|NZ_KE159520.1|:191518-192915|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU76|UniRef50_F4KKM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella dentalis,1398,2,0.0.0.0,1.430615164520744
gi|522837954|ref|NZ_KE159520.1|:191518-192915|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU76|UniRef50_F4KKM7,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niabella;s_Niabella ginsenosidivorans,1398,1,0.0.0.0,0.715307582260372
gi|522837954|ref|NZ_KE159520.1|:191518-192915|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU76|UniRef50_F4KKM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1398,1,0.0.0.0,0.715307582260372
gi|410101290|ref|NZ_JH976476.1|:c401660-400263|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZA31|UniRef50_K5ZA31,root;k_Bacteria;p_Cyanobacteria;c_;o_Nostocales;f_Nostocaceae;g_Trichormus;s_Trichormus variabilis,1398,1,0.0.0.0,0.715307582260372
gi|410101285|ref|NZ_JH976471.1|:c14743-13343|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6B022|UniRef50_P08417,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Pseudovibrio;s_Pseudovibrio sp. FO-BEG1,1401,36,4.2.1.2,25.69593147751606
gi|522837953|ref|NZ_KE159519.1|:304224-305627|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AX00|UniRef50_P76269,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Hafniaceae;g_Edwardsiella,1404,25,0.0.0.0,17.806267806267808
gi|410101285|ref|NZ_JH976471.1|:c1518976-1517576|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZPN4|UniRef50_P30143,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Aneurinibacillus;s_Aneurinibacillus soli,1401,1,0.0.0.0,0.7137758743754461
gi|410101286|ref|NZ_JH976472.1|:1193516-1194916|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YNA3|UniRef50_R5RDN7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1401,1,0.0.0.0,0.7137758743754461
gi|522837953|ref|NZ_KE159519.1|:1530931-1532148|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YIY6|UniRef50_B4S5Y8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Massilia;s_Massilia sp. NR 4-1,1218,2,4.1.99.12,1.6420361247947455
gi|522837953|ref|NZ_KE159519.1|:1530931-1532148|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YIY6|UniRef50_B4S5Y8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria,1218,1,4.1.99.12,0.8210180623973727
gi|522837953|ref|NZ_KE159519.1|:1016080-1017297|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTE2|UniRef50_I1YR97,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1218,2,2.4.99.17,1.6420361247947455
gi|410101287|ref|NZ_JH976473.1|:c869327-868110|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQH0|UniRef50_D6D387,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1218,7,0.0.0.0,5.74712643678161
gi|410101287|ref|NZ_JH976473.1|:c869327-868110|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQH0|UniRef50_D6D387,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1218,12,0.0.0.0,9.852216748768473
gi|522837947|ref|NZ_KE159513.1|:1890626-1891843|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AY37|UniRef50_K5ZJY5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Francisellaceae;g_Allofrancisella;s_Allofrancisella guangzhouensis,1218,3,0.0.0.0,2.4630541871921183
gi|410101286|ref|NZ_JH976472.1|:c852283-851069|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZL5|UniRef50_F9D1D7,root;k_Bacteria;p_Cyanobacteria;c_;o_Pleurocapsales;f_Dermocarpellaceae;g_Stanieria;s_Stanieria sp. NIES-3757,1215,1,0.0.0.0,0.8230452674897119
gi|410101286|ref|NZ_JH976472.1|:c788815-787598|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRU0|UniRef50_F0S6L5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1218,1,0.0.0.0,0.8210180623973727
gi|522837958|ref|NZ_KE159524.1|:259302-260522|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z4X0|UniRef50_R7J913,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1221,3,0.0.0.0,2.457002457002457
gi|410101285|ref|NZ_JH976471.1|:701023-702234|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LH29|UniRef50_A6H294,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces griseochromogenes,1212,1,0.0.0.0,0.8250825082508251
gi|410101286|ref|NZ_JH976472.1|:c905405-904194|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMH0|UniRef50_D6CZR1,root;k_Bacteria,1212,9,0.0.0.0,7.425742574257426
gi|410101286|ref|NZ_JH976472.1|:c905405-904194|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMH0|UniRef50_D6CZR1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1212,1,0.0.0.0,0.8250825082508251
gi|410101287|ref|NZ_JH976473.1|:c662790-661576|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQ13|UniRef50_R7J374,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales,1215,1,2.8.1.7,0.8230452674897119
gi|410101285|ref|NZ_JH976471.1|:1698218-1699432|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7E5X5|UniRef50_I7HXJ8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1215,1,0.0.0.0,0.8230452674897119
gi|522837954|ref|NZ_KE159520.1|:c12721-11510|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQ76|UniRef50_R6LLS7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1212,1,0.0.0.0,0.8250825082508251
gi|522837953|ref|NZ_KE159519.1|:1612221-1613450|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1230,4,0.0.0.0,3.252032520325203
gi|522837953|ref|NZ_KE159519.1|:650724-651953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1230,21,0.0.0.0,17.073170731707318
gi|522837953|ref|NZ_KE159519.1|:650724-651953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1230,2,0.0.0.0,1.6260162601626016
gi|522837953|ref|NZ_KE159519.1|:650724-651953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5JU63|UniRef50_R6J655,root;k_Bacteria;p_Cyanobacteria;c_;o_Oscillatoriales;f_Cyanothecaceae;g_Cyanothece;s_Cyanothece sp. ATCC 51142,1230,1,0.0.0.0,0.8130081300813008
gi|410101285|ref|NZ_JH976471.1|:c761928-760699|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6K8|UniRef50_Q5LHG9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Actinomycetales;f_Actinomycetaceae;g_Arcanobacterium;s_Arcanobacterium phocae,1230,1,2.5.1.19,0.8130081300813008
gi|522837947|ref|NZ_KE159513.1|:c2115269-2114040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2V9|UniRef50_G8UI78,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1230,2,0.0.0.0,1.6260162601626016
gi|522837947|ref|NZ_KE159513.1|:c2115269-2114040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2V9|UniRef50_G8UI78,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1230,2,0.0.0.0,1.6260162601626016
gi|522837947|ref|NZ_KE159513.1|:c2115269-2114040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2V9|UniRef50_G8UI78,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1230,1,0.0.0.0,0.8130081300813008
gi|410101286|ref|NZ_JH976472.1|:376991-378226|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYV1|UniRef50_K6ALX0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1236,3,0.0.0.0,2.4271844660194173
gi|522837954|ref|NZ_KE159520.1|:584996-586231|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRF5|UniRef50_N2B6K8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus aureus,1236,14,0.0.0.0,11.326860841423949
gi|522837953|ref|NZ_KE159519.1|:c1477275-1476040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1236,3,0.0.0.0,2.4271844660194173
gi|522837953|ref|NZ_KE159519.1|:c1477275-1476040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes shahii,1236,1,0.0.0.0,0.8090614886731392
gi|522837953|ref|NZ_KE159519.1|:c1477275-1476040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1236,1,0.0.0.0,0.8090614886731392
gi|410101292|ref|NZ_JH976478.1|:48443-49666|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z5T4|UniRef50_K5YFA2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1224,1,0.0.0.0,0.8169934640522876
gi|410101291|ref|NZ_JH976477.1|:c311930-310707|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AGZ2|UniRef50_R6XBL2,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium columnare,1224,12,0.0.0.0,9.803921568627452
gi|522837947|ref|NZ_KE159513.1|:c137508-136282|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZB26|UniRef50_Q2JLL9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1227,3,2.6.1.83,2.4449877750611244
gi|410101291|ref|NZ_JH976477.1|:119858-121084|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUJ0|UniRef50_R5BX69,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas,1227,1,0.0.0.0,0.8149959250203749
gi|522837958|ref|NZ_KE159524.1|:252795-254021|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YSW4|UniRef50_E6SIH1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas sp. StFLB209,1227,54,0.0.0.0,44.00977995110024
gi|522837947|ref|NZ_KE159513.1|:1366438-1367631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YE70|UniRef50_D6D3C8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1194,2,0.0.0.0,1.6750418760469012
gi|410101290|ref|NZ_JH976476.1|:391714-392907|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DBX8|UniRef50_B9L7P1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Teredinibacter;s_Teredinibacter turnerae,1194,1,0.0.0.0,0.8375209380234506
gi|410101290|ref|NZ_JH976476.1|:391714-392907|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DBX8|UniRef50_B9L7P1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Lacimicrobium;s_Lacimicrobium alkaliphilum,1194,1,0.0.0.0,0.8375209380234506
gi|410101290|ref|NZ_JH976476.1|:391714-392907|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DBX8|UniRef50_B9L7P1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,1194,1,0.0.0.0,0.8375209380234506
gi|522837953|ref|NZ_KE159519.1|:1532230-1533423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LHM9|UniRef50_Q9ZE56,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Idiomarinaceae;g_Idiomarina;s_Idiomarina loihiensis,1194,1,2.6.1.1,0.8375209380234506
gi|410101285|ref|NZ_JH976471.1|:1690519-1691712|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF5|UniRef50_R5DF76,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1194,1,0.0.0.0,0.8375209380234506
gi|522837947|ref|NZ_KE159513.1|:814238-815434|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AVC0|UniRef50_K5YB56,root;k_Bacteria,1197,1,0.0.0.0,0.835421888053467
gi|522837954|ref|NZ_KE159520.1|:1030591-1031778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6HMA0|UniRef50_R7NVL6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1188,1,0.0.0.0,0.8417508417508418
gi|522837954|ref|NZ_KE159520.1|:1030591-1031778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6HMA0|UniRef50_R7NVL6,root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Megasphaera;s_Megasphaera elsdenii,1188,1,0.0.0.0,0.8417508417508418
gi|522837954|ref|NZ_KE159520.1|:1030591-1031778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6HMA0|UniRef50_R7NVL6,root,1188,18,0.0.0.0,15.151515151515152
gi|522837955|ref|NZ_KE159521.1|:84580-85767|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9K4|UniRef50_Q126M1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Erythrobacteraceae;g_Altererythrobacter;s_Altererythrobacter atlanticus,1188,2,4.2.1.20,1.6835016835016836
gi|522837955|ref|NZ_KE159521.1|:84580-85767|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9K4|UniRef50_Q126M1,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus,1188,1,4.2.1.20,0.8417508417508418
gi|522837947|ref|NZ_KE159513.1|:c580123-578933|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_J9GSU8|UniRef50_R5U104,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1191,5,0.0.0.0,4.198152812762384
gi|522837947|ref|NZ_KE159513.1|:c580123-578933|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_J9GSU8|UniRef50_R5U104,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1191,1,0.0.0.0,0.8396305625524769
gi|522837956|ref|NZ_KE159522.1|:c52949-51759|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_I6X074,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,1191,1,0.0.0.0,0.8396305625524769
gi|410101285|ref|NZ_JH976471.1|:439595-440785|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AVF2|UniRef50_R5JDB4,root;k_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Deinococcales;f_Deinococcaceae;g_Deinococcus;s_Deinococcus geothermalis,1191,1,0.0.0.0,0.8396305625524769
gi|522837956|ref|NZ_KE159522.1|:38020-39225|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YG64|UniRef50_G0J0P3,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Flammeovirgaceae;g_Flammeovirga;s_Flammeovirga sp. MY04,1206,7,0.0.0.0,5.804311774461028
gi|522837954|ref|NZ_KE159520.1|:358045-359247|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1P5|UniRef50_C6Y403,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1203,1,0.0.0.0,0.8312551953449708
gi|410101287|ref|NZ_JH976473.1|:c506772-505567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTL7|UniRef50_R6LLS7,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter sp. PACM 27299,1206,3,0.0.0.0,2.4875621890547266
gi|410101287|ref|NZ_JH976473.1|:c506772-505567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTL7|UniRef50_R6LLS7,root,1206,2,0.0.0.0,1.658374792703151
gi|410101287|ref|NZ_JH976473.1|:c506772-505567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTL7|UniRef50_R6LLS7,root;k_Bacteria;p_Bacteroidetes,1206,1,0.0.0.0,0.8291873963515755
gi|410101285|ref|NZ_JH976471.1|:678920-680128|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YY67|UniRef50_A6LBE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1209,1,0.0.0.0,0.8271298593879238
gi|522837953|ref|NZ_KE159519.1|:1309487-1310698|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B0C1|UniRef50_R6KGA7,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus hyicus,1212,9,0.0.0.0,7.425742574257426
gi|410101288|ref|NZ_JH976474.1|:c586862-585654|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQT9|UniRef50_R5AN19,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1209,1,0.0.0.0,0.8271298593879238
gi|522837956|ref|NZ_KE159522.1|:191656-192864|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L2J0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1209,1,2.6.1.13,0.8271298593879238
gi|522837953|ref|NZ_KE159519.1|:c557334-556126|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AZK3|UniRef50_N2AZK3,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter coli,1209,1,0.0.0.0,0.8271298593879238
gi|522837947|ref|NZ_KE159513.1|:459306-460505|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LD11|UniRef50_Q8DNL6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1200,25,0.0.0.0,20.833333333333336
gi|410101286|ref|NZ_JH976472.1|:842571-843770|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6KXY6|UniRef50_I4AQY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1200,1,6.3.4.5,0.8333333333333334
gi|522837958|ref|NZ_KE159524.1|:134926-136125|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7J624|UniRef50_R5SEU5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1200,6,0.0.0.0,5.0
gi|410101285|ref|NZ_JH976471.1|:c630825-629626|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YXY8|UniRef50_Q7MVI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1200,26,2.7.2.1,21.666666666666668
gi|522837959|ref|NZ_KE159525.1|:46257-47459|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AX65|UniRef50_H1Y8J6,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Elizabethkingia;s_Elizabethkingia anophelis,1203,2,0.0.0.0,1.6625103906899417
gi|522837954|ref|NZ_KE159520.1|:c1073613-1072330|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A687|UniRef50_D5EV84,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Anaerostipes;s_Anaerostipes hadrus,1284,2,0.0.0.0,1.557632398753894
gi|522837954|ref|NZ_KE159520.1|:c1073613-1072330|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A687|UniRef50_D5EV84,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1284,1,0.0.0.0,0.778816199376947
