GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|422320815|ref|NZ_GL636045.1|:c24483-23272|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_R4XMS4|UniRef50_B2SD76,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,1212,1,0.0.0.0,0.8250825082508251
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,1353,2,0.0.0.0,1.4781966001478197
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1353,2,0.0.0.0,1.4781966001478197
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root;k_Bacteria;p_Bacteroidetes,1353,1,0.0.0.0,0.7390983000739099
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root,1353,3,0.0.0.0,2.2172949002217295
gi|522837953|ref|NZ_KE159519.1|:c1417885-1416533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A0A016KEP6|UniRef50_F5XA48,root;k_Bacteria,1353,1,0.0.0.0,0.7390983000739099
gi|522837960|ref|NZ_KE159526.1|:15363-16715|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ABB5|UniRef50_Q7MW80,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1353,8,5.2.1.8,5.912786400591279
gi|522837953|ref|NZ_KE159519.1|:c658423-657125|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B051|UniRef50_D6D338,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1299,2,0.0.0.0,1.539645881447267
gi|522837947|ref|NZ_KE159513.1|:422127-423425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZP5|UniRef50_R6SJV5,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga pinensis,1299,1,0.0.0.0,0.7698229407236336
gi|522837947|ref|NZ_KE159513.1|:422127-423425|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZP5|UniRef50_R6SJV5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1299,1,0.0.0.0,0.7698229407236336
gi|410101290|ref|NZ_JH976476.1|:c91854-90553|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WPT3|UniRef50_P76085,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1302,1,0.0.0.0,0.7680491551459293
gi|410101286|ref|NZ_JH976472.1|:c1092170-1090869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMZ7|UniRef50_R7EVE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1302,54,0.0.0.0,41.474654377880185
gi|410101286|ref|NZ_JH976472.1|:c1092170-1090869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMZ7|UniRef50_R7EVE7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1302,2,0.0.0.0,1.5360983102918586
gi|522837958|ref|NZ_KE159524.1|:159886-161184|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BET2|UniRef50_K5ZZW6,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Propionibacterium;s_Propionibacterium freudenreichii,1299,1,0.0.0.0,0.7698229407236336
gi|522837947|ref|NZ_KE159513.1|:367693-368994|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WPT3|UniRef50_P76085,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1302,31,0.0.0.0,23.80952380952381
gi|522837947|ref|NZ_KE159513.1|:367693-368994|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WPT3|UniRef50_P76085,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1302,1,0.0.0.0,0.7680491551459293
gi|522837947|ref|NZ_KE159513.1|:367693-368994|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WPT3|UniRef50_P76085,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1302,1,0.0.0.0,0.7680491551459293
gi|522837957|ref|NZ_KE159523.1|:173445-174770|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YSH5|UniRef50_R6TIJ6,root,1326,9,0.0.0.0,6.787330316742081
gi|522837957|ref|NZ_KE159523.1|:173445-174770|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YSH5|UniRef50_R6TIJ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1326,1,0.0.0.0,0.7541478129713424
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1335,2,0.0.0.0,1.4981273408239701
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1335,2,0.0.0.0,1.4981273408239701
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1335,5,0.0.0.0,3.7453183520599254
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1335,5,0.0.0.0,3.7453183520599254
gi|522837947|ref|NZ_KE159513.1|:2108064-2109398|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX7|UniRef50_Q5LEH8,root,1335,1,0.0.0.0,0.7490636704119851
gi|522837955|ref|NZ_KE159521.1|:321037-322368|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9C7|UniRef50_R5NZA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1332,10,0.0.0.0,7.5075075075075075
gi|522837955|ref|NZ_KE159521.1|:321037-322368|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9C7|UniRef50_R5NZA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1332,2,0.0.0.0,1.5015015015015014
gi|522837955|ref|NZ_KE159521.1|:321037-322368|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L9C7|UniRef50_R5NZA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella sp. oral taxon HOT-286,1332,1,0.0.0.0,0.7507507507507507
gi|522837947|ref|NZ_KE159513.1|:c2041989-2040661|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA39|UniRef50_Q13RB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1329,1,5.3.1.5,0.7524454477050414
gi|522837947|ref|NZ_KE159513.1|:c2041989-2040661|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA39|UniRef50_Q13RB8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Elizabethkingia;s_Elizabethkingia anophelis,1329,1,5.3.1.5,0.7524454477050414
gi|522837953|ref|NZ_KE159519.1|:c197438-196107|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVP5|UniRef50_R7HMJ8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1332,1,0.0.0.0,0.7507507507507507
gi|522837947|ref|NZ_KE159513.1|:c1709891-1708560|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A680|UniRef50_T2N7U8,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1332,30,0.0.0.0,22.52252252252252
gi|522837953|ref|NZ_KE159519.1|:1602058-1603374|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQU8|UniRef50_R6WRD3,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_;f_;g_Polymorphum;s_Polymorphum gilvum,1317,1,0.0.0.0,0.7593014426727411
gi|522837953|ref|NZ_KE159519.1|:c424321-423005|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DAU4|UniRef50_R5RQA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1317,15,0.0.0.0,11.389521640091116
gi|522837953|ref|NZ_KE159519.1|:c424321-423005|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DAU4|UniRef50_R5RQA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella melaninogenica,1317,1,0.0.0.0,0.7593014426727411
gi|522837947|ref|NZ_KE159513.1|:548211-549527|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZL50|UniRef50_B2RK67,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1317,1,1.1.1.22,0.7593014426727411
gi|522837954|ref|NZ_KE159520.1|:1396126-1397442|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B088|UniRef50_R5DK82,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1317,1,0.0.0.0,0.7593014426727411
gi|410101285|ref|NZ_JH976471.1|:c221595-220282|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEP5|UniRef50_Q5L8K8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,1314,1,0.0.0.0,0.76103500761035
gi|410101286|ref|NZ_JH976472.1|:c1087029-1085707|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMZ2|UniRef50_R6YJY4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1323,1,0.0.0.0,0.7558578987150416
gi|522837947|ref|NZ_KE159513.1|:1724459-1725778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G5SSJ0|UniRef50_Q5LEH8,root,1320,1,0.0.0.0,0.7575757575757576
gi|522837947|ref|NZ_KE159513.1|:1724459-1725778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G5SSJ0|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1320,12,0.0.0.0,9.09090909090909
gi|522837947|ref|NZ_KE159513.1|:1724459-1725778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G5SSJ0|UniRef50_Q5LEH8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1320,3,0.0.0.0,2.2727272727272725
gi|522837947|ref|NZ_KE159513.1|:1724459-1725778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G5SSJ0|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1320,1,0.0.0.0,0.7575757575757576
gi|522837947|ref|NZ_KE159513.1|:1724459-1725778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_G5SSJ0|UniRef50_Q5LEH8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1320,3,0.0.0.0,2.2727272727272725
gi|522837947|ref|NZ_KE159513.1|:c1708273-1706957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1317,40,0.0.0.0,30.372057706909644
gi|522837947|ref|NZ_KE159513.1|:c1708273-1706957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root,1317,11,0.0.0.0,8.352315869400153
gi|522837947|ref|NZ_KE159513.1|:c1708273-1706957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1317,4,0.0.0.0,3.0372057706909645
gi|522837947|ref|NZ_KE159513.1|:c1708273-1706957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1317,5,0.0.0.0,3.7965072133637054
gi|522837947|ref|NZ_KE159513.1|:c1708273-1706957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRZ6|UniRef50_E1WRZ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1317,8,0.0.0.0,6.074411541381929
gi|522837947|ref|NZ_KE159513.1|:448847-450166|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z076|UniRef50_I5ASD1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Halomonadaceae;g_Cobetia;s_Cobetia marina,1320,1,1.1.1.22,0.7575757575757576
gi|522837954|ref|NZ_KE159520.1|:c479756-478317|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVR4|UniRef50_G8TAC0,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Spirosoma;s_Spirosoma linguale,1440,1,0.0.0.0,0.6944444444444444
gi|410101286|ref|NZ_JH976472.1|:c1127721-1126285|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WSW4|UniRef50_R6IJD7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas aeruginosa,1437,1,0.0.0.0,0.6958942240779401
gi|522837947|ref|NZ_KE159513.1|:c1749178-1747742|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRH3|UniRef50_P25553,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia fonticola,1437,5,0.0.0.0,3.4794711203897006
gi|522837954|ref|NZ_KE159520.1|:89706-91124|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IIJ1|UniRef50_A3PW97,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Collimonas;s_Collimonas arenae,1419,43,3.3.1.1,30.3030303030303
gi|522837954|ref|NZ_KE159520.1|:89706-91124|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IIJ1|UniRef50_A3PW97,root;k_Bacteria;p_Proteobacteria,1419,1,3.3.1.1,0.704721634954193
gi|522837954|ref|NZ_KE159520.1|:89706-91124|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IIJ1|UniRef50_A3PW97,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Acetobacteraceae;g_Komagataeibacter;s_Komagataeibacter medellinensis,1419,1,3.3.1.1,0.704721634954193
gi|410101288|ref|NZ_JH976474.1|:555425-556840|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAT2|UniRef50_Q7MVG9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,1416,2,2.1.1.190,1.4124293785310735
gi|522837954|ref|NZ_KE159520.1|:c1196833-1195418|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AUQ5|UniRef50_B2RMK6,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Formosa;s_Formosa agariphila,1416,1,0.0.0.0,0.7062146892655368
gi|410101285|ref|NZ_JH976471.1|:c531113-529692|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUS8|UniRef50_R7F7S3,root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Megamonas;s_Megamonas hypermegale,1422,1,0.0.0.0,0.7032348804500703
gi|410101290|ref|NZ_JH976476.1|:273610-275031|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y5Y9|UniRef50_F4GK28,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Thauera;s_Thauera sp. MZ1T,1422,8,0.0.0.0,5.625879043600563
gi|410101290|ref|NZ_JH976476.1|:273610-275031|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y5Y9|UniRef50_F4GK28,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1422,1,0.0.0.0,0.7032348804500703
gi|522837947|ref|NZ_KE159513.1|:645861-647315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YFI6|UniRef50_P52209,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1455,2,1.1.1.44,1.3745704467353952
gi|522837947|ref|NZ_KE159513.1|:645861-647315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YFI6|UniRef50_P52209,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1455,1,1.1.1.44,0.6872852233676976
gi|522837947|ref|NZ_KE159513.1|:645861-647315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YFI6|UniRef50_P52209,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Carnobacteriaceae;g_Carnobacterium;s_Carnobacterium maltaromaticum,1455,2,1.1.1.44,1.3745704467353952
gi|410101285|ref|NZ_JH976471.1|:705835-707286|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6G0|UniRef50_R6XBT3,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium;s_Corynebacterium atypicum,1452,1,2.7.1.40,0.6887052341597797
gi|410101285|ref|NZ_JH976471.1|:705835-707286|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6G0|UniRef50_R6XBT3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1452,12,2.7.1.40,8.264462809917356
gi|522837947|ref|NZ_KE159513.1|:862941-864404|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUW6|UniRef50_Q01SD3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,1464,1,2.7.7.4,0.6830601092896175
gi|522837947|ref|NZ_KE159513.1|:862941-864404|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUW6|UniRef50_Q01SD3,root,1464,1,2.7.7.4,0.6830601092896175
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1446,3,0.0.0.0,2.074688796680498
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Marinobacter;s_Marinobacter hydrocarbonoclasticus,1446,2,0.0.0.0,1.3831258644536653
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Dyadobacter;s_Dyadobacter fermentans,1446,1,0.0.0.0,0.6915629322268326
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Oligotropha;s_Oligotropha carboxidovorans,1446,1,0.0.0.0,0.6915629322268326
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria,1446,1,0.0.0.0,0.6915629322268326
gi|522837953|ref|NZ_KE159519.1|:c1385351-1383906|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUQ7|UniRef50_P77522,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1446,1,0.0.0.0,0.6915629322268326
gi|410101285|ref|NZ_JH976471.1|:1302395-1303834|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARN1|UniRef50_R5D918,root,1440,7,4.1.1.15,4.861111111111112
gi|410101285|ref|NZ_JH976471.1|:1302395-1303834|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARN1|UniRef50_R5D918,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1440,3,4.1.1.15,2.0833333333333335
gi|410101285|ref|NZ_JH976471.1|:c536662-535277|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUT1|UniRef50_A6LEU2,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Cupriavidus;s_Cupriavidus metallidurans,1386,1,6.3.2.8,0.7215007215007215
gi|522837957|ref|NZ_KE159523.1|:c246016-244622|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMW0|UniRef50_A6L6E8,root;k_Bacteria;p_Cyanobacteria,1395,1,0.0.0.0,0.7168458781362007
gi|410101288|ref|NZ_JH976474.1|:556852-558246|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZI85|UniRef50_G8UPD8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1395,2,0.0.0.0,1.4336917562724014
gi|522837954|ref|NZ_KE159520.1|:c267810-266437|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YU16|UniRef50_W0AAI2,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Acetobacteraceae;g_Acidiphilium,1374,1,0.0.0.0,0.727802037845706
gi|522837947|ref|NZ_KE159513.1|:c1043913-1042540|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DGB3|UniRef50_I0ANB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1374,1,0.0.0.0,0.727802037845706
gi|522837953|ref|NZ_KE159519.1|:c349019-347640|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZEH3|UniRef50_I0KBC7,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Hyphomonadaceae;g_Hyphomonas;s_Hyphomonas neptunium,1380,1,0.0.0.0,0.7246376811594204
gi|522837953|ref|NZ_KE159519.1|:c349019-347640|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZEH3|UniRef50_I0KBC7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Desulfitobacterium;s_Desulfitobacterium hafniense,1380,2,0.0.0.0,1.4492753623188408
