GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,433,42804,0.0.0.0,98854.50346420324
gi|522837953|ref|NZ_KE159519.1|:c103953-103051|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7I6|UniRef50_R6Y557,unclassified,903,1,0.0.0.0,1.1074197120708749
gi|410101286|ref|NZ_JH976472.1|:155953-156855|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1W0|UniRef50_R5IKU6,unclassified,903,1,0.0.0.0,1.1074197120708749
gi|522837953|ref|NZ_KE159519.1|:c1414923-1414021|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R9HNX0|UniRef50_R5SRH7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,903,1,0.0.0.0,1.1074197120708749
gi|498503065|ref|NZ_KB822571.1|:c246230-245328|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1W0|UniRef50_R5IKU6,unclassified,903,1,0.0.0.0,1.1074197120708749
gi|498503065|ref|NZ_KB822571.1|:2796164-2797066|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZQ20|UniRef50_K5ZQ20,unclassified,903,1,0.0.0.0,1.1074197120708749
gi|512436187|ref|NZ_KE159475.1|:160808-161710|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_R9HNX0|UniRef50_R5SRH7,root;k_Bacteria;p_Bacteroidetes,903,1,0.0.0.0,1.1074197120708749
gi|506941199|ref|NZ_AOQB01000071.1|:c26765-25863|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,903,1,0.0.0.0,1.1074197120708749
gi|512436201|ref|NZ_KE159489.1|:41685-42587|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_R9HNX0|UniRef50_R5SRH7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,903,1,0.0.0.0,1.1074197120708749
gi|512436201|ref|NZ_KE159489.1|:41685-42587|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_R9HNX0|UniRef50_R5SRH7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,903,1,0.0.0.0,1.1074197120708749
gi|498503065|ref|NZ_KB822571.1|:c2517962-2516154|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVV9|UniRef50_Q8A2N9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus pneumoniae,1809,2,0.0.0.0,1.105583195135434
gi|416261074|ref|NZ_AERM01000031.1|:c10063-9158|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_P0AFR0|UniRef50_P0AFR0,root,906,1,0.0.0.0,1.1037527593818983
gi|522837957|ref|NZ_KE159523.1|:c264683-263778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMM3|UniRef50_F0R5F6,unclassified,906,1,0.0.0.0,1.1037527593818983
gi|522837947|ref|NZ_KE159513.1|:c688685-687780|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2APH1|UniRef50_N2APH1,unclassified,906,1,0.0.0.0,1.1037527593818983
gi|522837956|ref|NZ_KE159522.1|:337372-338277|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BAA2|UniRef50_N2BAA2,unclassified,906,1,0.0.0.0,1.1037527593818983
gi|410101287|ref|NZ_JH976473.1|:c595324-594419|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YM54|UniRef50_B5Y9A7,unclassified,906,1,2.1.2.5,1.1037527593818983
gi|522837954|ref|NZ_KE159520.1|:c1043383-1042478|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AYZ8|UniRef50_R5DSB7,unclassified,906,1,0.0.0.0,1.1037527593818983
gi|224580995|ref|NZ_GG657384.1|:c1278992-1278087|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P76045|UniRef50_P76045,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,906,1,0.0.0.0,1.1037527593818983
gi|483984517|ref|NZ_KB892637.1|:c175519-174614|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003658B09|UniRef50_K4IRV5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,906,1,0.0.0.0,1.1037527593818983
gi|194431821|ref|NZ_AAMJ02000004.1|:214829-215734|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_Q47129|UniRef50_Q47129,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,906,1,0.0.0.0,1.1037527593818983
gi|406351884|ref|NZ_JH815271.1|:c1265287-1264382|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q47129|UniRef50_Q47129,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,906,1,0.0.0.0,1.1037527593818983
gi|335054862|ref|NZ_AFIL01000063.1|:c2668-1763|936048|g__Propionibacterium.s__Propionibacterium_sp_434_HC2|UniRef90_G0DU67|UniRef50_G0DU67,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,906,1,0.0.0.0,1.1037527593818983
gi|498503065|ref|NZ_KB822571.1|:4499002-4500816|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1M7|UniRef50_K6A1M7,unclassified,1815,2,0.0.0.0,1.1019283746556474
gi|410101289|ref|NZ_JH976475.1|:146084-147898|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1M7|UniRef50_K6A1M7,unclassified,1815,2,0.0.0.0,1.1019283746556474
gi|498503065|ref|NZ_KB822571.1|:c2134635-2131912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_F2KVV0,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Cryomorphaceae;g_Owenweeksia;s_Owenweeksia hongkongensis,2724,3,5.99.1.3,1.1013215859030836
gi|490137351|ref|NZ_KB822567.1|:114267-115175|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCY5|UniRef50_N1ZCY5,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_;f_Leptospiraceae;g_Turneriella;s_Turneriella parva,909,1,0.0.0.0,1.1001100110011002
gi|483944100|ref|NZ_KB890580.1|:101196-102104|1040988|g__Mesorhizobium.s__Mesorhizobium_sp_WSM4349|UniRef90_Q89BJ0|UniRef50_Q3SVT3,unclassified,909,1,0.0.0.0,1.1001100110011002
gi|498503065|ref|NZ_KB822571.1|:710471-711379|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DEQ7|UniRef50_A6L976,unclassified,909,1,0.0.0.0,1.1001100110011002
gi|223958586|ref|NZ_DS999463.1|:c154092-153184|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_P0ACH9|UniRef50_P0ACH9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,909,1,0.0.0.0,1.1001100110011002
gi|555546126|ref|NZ_KI530573.1|:752939-753847|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RL96|UniRef50_V2RL96,unclassified,909,1,0.0.0.0,1.1001100110011002
gi|410101288|ref|NZ_JH976474.1|:c675475-674567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5LES4|UniRef50_Q4UY06,unclassified,909,1,2.7.7.4,1.1001100110011002
gi|387175329|ref|NZ_JH660539.1|:c128396-127488|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P0ACH9|UniRef50_P0ACH9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,909,1,0.0.0.0,1.1001100110011002
gi|452215951|ref|NZ_AEJV01000073.1|:c16670-15762|754330|g__Escherichia.s__Escherichia_sp_TW09276|UniRef90_P0AFH7|UniRef50_P45053,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,909,1,0.0.0.0,1.1001100110011002
gi|410101286|ref|NZ_JH976472.1|:755720-756628|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEQ7|UniRef50_A6L976,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,909,1,0.0.0.0,1.1001100110011002
gi|344915202|ref|NC_004337.2|:4266928-4267836|623|g__Shigella.s__Shigella_flexneri|UniRef90_P0ACH9|UniRef50_P0ACH9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,909,1,0.0.0.0,1.1001100110011002
gi|223955875|ref|NZ_DS499676.1|:140286-142103|46506|g__Bacteroides.s__Bacteroides_stercoris|UniRef90_K5ZHJ1|UniRef50_F9Z3N3,unclassified,1818,2,0.0.0.0,1.1001100110011002
gi|498503065|ref|NZ_KB822571.1|:5782067-5782975|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHV9|UniRef50_R5I180,unclassified,909,1,0.0.0.0,1.1001100110011002
gi|410101288|ref|NZ_JH976474.1|:258393-260213|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YE79|UniRef50_R6JGI8,unclassified,1821,2,0.0.0.0,1.098297638660077
gi|555552016|ref|NZ_KI530588.1|:c258883-257063|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q9I6|UniRef50_D4H0K4,root;k_Bacteria;p_Cyanobacteria;c_;o_Synechococcales;f_Prochloraceae;g_Prochlorococcus;s_Prochlorococcus marinus,1821,2,0.0.0.0,1.098297638660077
gi|339959179|ref|NZ_AEPN01000031.1|:c5363-3543|412597|g__Paracoccus.s__Paracoccus_sp_TRP|UniRef90_UPI000225EF29|UniRef50_I3XD08,unclassified,1821,2,0.0.0.0,1.098297638660077
gi|498503065|ref|NZ_KB822571.1|:4449051-4450871|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDR1|UniRef50_K5ZDR1,unclassified,1821,2,0.0.0.0,1.098297638660077
gi|498503065|ref|NZ_KB822571.1|:c1035655-1033835|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R6X755,unclassified,1821,2,0.0.0.0,1.098297638660077
gi|512436187|ref|NZ_KE159475.1|:147868-149691|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|498503065|ref|NZ_KB822571.1|:3190306-3193041|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ABH1|UniRef50_R6WRE6,unclassified,2736,3,0.0.0.0,1.0964912280701753
gi|375356399|ref|NC_016776.1|:2456162-2457985|817|g__Bacteroides.s__Bacteroides_fragilis|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|488624884|ref|NZ_KB905489.1|:c114737-112914|1078089|g__Bacteroides.s__Bacteroides_sp_HPS0048|UniRef90_D7INU4|UniRef50_C3FAV3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|410101285|ref|NZ_JH976471.1|:958501-959412|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5G0|UniRef50_A6L294,unclassified,912,1,0.0.0.0,1.0964912280701753
gi|82775382|ref|NC_007606.1|:c3600842-3599019|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_P0A3B2|UniRef50_P44910,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1824,2,0.0.0.0,1.0964912280701753
gi|194431581|ref|NZ_AAMJ02000003.1|:233693-234604|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_Q0TD45|UniRef50_Q8FDG8,unclassified,912,1,4.2.1.32,1.0964912280701753
gi|555546126|ref|NZ_KI530573.1|:c871380-870469|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDJ3|UniRef50_V2QDJ3,unclassified,912,1,0.0.0.0,1.0964912280701753
gi|555552016|ref|NZ_KI530588.1|:c412220-411309|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PYP6|UniRef50_V2PYP6,unclassified,912,1,0.0.0.0,1.0964912280701753
gi|406351884|ref|NZ_JH815271.1|:c1016547-1015636|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q9REB3|UniRef50_Q9REB3,unclassified,912,1,0.0.0.0,1.0964912280701753
gi|555546126|ref|NZ_KI530573.1|:c871380-870469|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDJ3|UniRef50_V2QDJ3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Photorhabdus;s_Photorhabdus laumondii,912,1,0.0.0.0,1.0964912280701753
gi|522837947|ref|NZ_KE159513.1|:2343130-2344041|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7NRD7|UniRef50_D5EWR9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,912,1,0.0.0.0,1.0964912280701753
gi|544768904|ref|NZ_ASZV01000013.1|:57743-59569|1235457|g__Ralstonia.s__Ralstonia_sp_AU12_08|UniRef90_B2U9Q4|UniRef50_V5UIY6,unclassified,1827,2,0.0.0.0,1.0946907498631637
gi|555552997|ref|NZ_KI530589.1|:111977-114718|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RI01|UniRef50_V2RI01,unclassified,2742,3,0.0.0.0,1.0940919037199124
gi|410101285|ref|NZ_JH976471.1|:472020-472934|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AUM0|UniRef50_B2RIU4,unclassified,915,1,3.1.26.11,1.0928961748633879
gi|498503065|ref|NZ_KB822571.1|:c2741167-2740253|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZPX5|UniRef50_Q8A2E8,unclassified,915,1,3.1.26.3,1.0928961748633879
gi|498503065|ref|NZ_KB822571.1|:3431942-3432856|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AEM6|UniRef50_K6AEM6,unclassified,915,1,0.0.0.0,1.0928961748633879
gi|498503065|ref|NZ_KB822571.1|:4810542-4811456|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B2P4|UniRef50_R6D6L7,unclassified,915,1,4.1.3.3,1.0928961748633879
gi|498503065|ref|NZ_KB822571.1|:4666636-4667550|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z7X2|UniRef50_K5Z7X2,unclassified,915,1,0.0.0.0,1.0928961748633879
gi|522837953|ref|NZ_KE159519.1|:c1484867-1483953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AEM6|UniRef50_K6AEM6,unclassified,915,1,0.0.0.0,1.0928961748633879
gi|410101287|ref|NZ_JH976473.1|:1013579-1015408|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBP4|UniRef50_K5ZBP4,unclassified,1830,2,0.0.0.0,1.0928961748633879
gi|487648889|ref|NZ_AQEM01000035.1|:755409-756323|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZHB9|UniRef50_B5F731,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,915,1,0.0.0.0,1.0928961748633879
gi|410101285|ref|NZ_JH976471.1|:c1587100-1586186|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZPX5|UniRef50_Q8A2E8,unclassified,915,1,3.1.26.3,1.0928961748633879
gi|522837955|ref|NZ_KE159521.1|:343518-344432|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUP8|UniRef50_K5YUP8,unclassified,915,1,0.0.0.0,1.0928961748633879
gi|555546126|ref|NZ_KI530573.1|:c347657-346743|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QEP6|UniRef50_F8E7A2,unclassified,915,1,2.3.1.39,1.0928961748633879
gi|410101288|ref|NZ_JH976474.1|:c864598-863684|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZFQ6|UniRef50_R7JMA9,unclassified,915,1,0.0.0.0,1.0928961748633879
gi|410101289|ref|NZ_JH976475.1|:262212-263126|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZD09|UniRef50_K5ZD09,unclassified,915,1,0.0.0.0,1.0928961748633879
gi|490136654|ref|NZ_KB822566.1|:543428-546175|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z9E2|UniRef50_R6QXH2,unclassified,2748,3,0.0.0.0,1.0917030567685588
gi|522837954|ref|NZ_KE159520.1|:688408-690240|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AYG6|UniRef50_K6ARC8,unclassified,1833,2,0.0.0.0,1.0911074740861975
gi|483984598|ref|NZ_KB892647.1|:82478-84310|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003789A35|UniRef50_R6QL95,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1833,2,0.0.0.0,1.0911074740861975
gi|423058060|ref|NZ_JH377984.1|:c2933718-2932801|562|g__Escherichia.s__Escherichia_coli|UniRef90_P33362|UniRef50_P33362,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,918,1,0.0.0.0,1.0893246187363834
gi|522837947|ref|NZ_KE159513.1|:c2004801-2003884|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AMZ4|UniRef50_N2AMZ4,unclassified,918,1,0.0.0.0,1.0893246187363834
gi|422761323|ref|NZ_GL871742.1|:503649-504566|562|g__Escherichia.s__Escherichia_coli|UniRef90_B5F7X0|UniRef50_B5F7X0,unclassified,918,1,3.5.1.108,1.0893246187363834
gi|420363885|ref|NZ_AKNE01000052.1|:122050-122967|624|g__Shigella.s__Shigella_sonnei|UniRef90_B7MXV1|UniRef50_B5EZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,918,1,3.1.26.11,1.0893246187363834
gi|417741854|ref|NZ_AFHD01000008.1|:c75257-74340|623|g__Shigella.s__Shigella_flexneri|UniRef90_P0AA55|UniRef50_P0AA55,unclassified,918,1,0.0.0.0,1.0893246187363834
gi|483984922|ref|NZ_KB892682.1|:198247-199164|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NFI3|UniRef50_R6NFI3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,918,1,0.0.0.0,1.0893246187363834
gi|483997830|ref|NZ_KB893851.1|:306099-307016|375|g__Bradyrhizobium.s__Bradyrhizobium_japonicum|UniRef90_Q89NC3|UniRef50_A7ICL6,unclassified,918,1,0.0.0.0,1.0893246187363834
gi|224580998|ref|NZ_GG657387.1|:c195242-194325|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_P0A9L8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,918,1,1.5.1.2,1.0893246187363834
gi|498503065|ref|NZ_KB822571.1|:c6212184-6211267|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A3M1|UniRef50_F3ZPP9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,918,1,0.0.0.0,1.0893246187363834
gi|490758442|ref|NZ_APMP01000017.1|:c56937-54181|155892|g__Caulobacter.s__Caulobacter_vibrioides|UniRef90_unknown|UniRef50_U4PWQ9,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Caulobacter;s_Caulobacter vibrioides,2757,3,5.99.1.3,1.088139281828074
gi|410101285|ref|NZ_JH976471.1|:820955-822793|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5L7W2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1839,2,1.17.7.3,1.0875475802066341
gi|498503065|ref|NZ_KB822571.1|:c2653650-2651812|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1V8|UniRef50_R7H6V2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella sp. oral taxon HOT-286,1839,2,3.6.4.13,1.0875475802066341
gi|498503065|ref|NZ_KB822571.1|:c5065851-5061253|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,4599,5,0.0.0.0,1.0871928680147858
gi|498503065|ref|NZ_KB822571.1|:c626908-625067|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B6W6|UniRef50_Q12RB0,unclassified,1842,2,0.0.0.0,1.0857763300760044
gi|552941973|ref|NZ_KI518280.1|:280018-280938|1352|g__Enterococcus.s__Enterococcus_faecium|UniRef90_U7T1M1|UniRef50_R6ZGW7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,921,1,0.0.0.0,1.0857763300760044
gi|452215505|ref|NZ_CM000960.1|:1648077-1648997|562|g__Escherichia.s__Escherichia_coli|UniRef90_B1XF44|UniRef50_F4M1U9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,921,1,0.0.0.0,1.0857763300760044
gi|82775382|ref|NC_007606.1|:64560-65480|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_Q32K52|UniRef50_V6PWD2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,921,1,0.0.0.0,1.0857763300760044
gi|555552997|ref|NZ_KI530589.1|:c65349-64429|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q8N0|UniRef50_V2Q8N0,unclassified,921,1,0.0.0.0,1.0857763300760044
gi|406351884|ref|NZ_JH815271.1|:c818870-817950|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_A7ZKA5|UniRef50_Q1I490,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,921,1,0.0.0.0,1.0857763300760044
gi|490134789|ref|NZ_KB822565.1|:c312793-311873|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEV6|UniRef50_R6K577,unclassified,921,1,0.0.0.0,1.0857763300760044
gi|452215505|ref|NZ_CM000960.1|:1648077-1648997|562|g__Escherichia.s__Escherichia_coli|UniRef90_B1XF44|UniRef50_F4M1U9,unclassified,921,1,0.0.0.0,1.0857763300760044
gi|490137911|ref|NZ_KB822568.1|:33440-34360|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z2A5|UniRef50_N1Z2A5,unclassified,921,1,0.0.0.0,1.0857763300760044
gi|485074292|ref|NZ_KB906266.1|:4021-4941|86182|g__Curvibacter.s__Curvibacter_lanceolatus|UniRef90_UPI00037B3508|UniRef50_F2N4M7,unclassified,921,1,1.1.1.133,1.0857763300760044
gi|222109225|ref|NC_011992.1|:c1762525-1760684|721785|g__Acidovorax.s__Acidovorax_ebreus|UniRef90_A1W7P0|UniRef50_Q57180,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Acidovorax;s_Acidovorax ebreus,1842,2,0.0.0.0,1.0857763300760044
gi|425125307|ref|NZ_JH969918.1|:c91701-90781|562|g__Escherichia.s__Escherichia_coli|UniRef90_E2QLT7|UniRef50_E2QLT7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,921,1,0.0.0.0,1.0857763300760044
gi|545234041|ref|NZ_KE700176.1|:2754377-2755297|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39387|UniRef50_P31667,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,921,1,0.0.0.0,1.0857763300760044
gi|224581000|ref|NZ_GG657389.1|:236702-237622|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_P21829,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,921,1,0.0.0.0,1.0857763300760044
gi|522837955|ref|NZ_KE159521.1|:c333504-331663|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B6W6|UniRef50_Q12RB0,unclassified,1842,2,0.0.0.0,1.0857763300760044
gi|522837953|ref|NZ_KE159519.1|:c873592-871748|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AZM8|UniRef50_R6WPD5,unclassified,1845,2,0.0.0.0,1.0840108401084012
gi|490148212|ref|NZ_KB822402.1|:c393863-392019|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_unknown|UniRef50_B7HCU0,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Lysinibacillus;s_Lysinibacillus sphaericus,1845,2,0.0.0.0,1.0840108401084012
