GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|359796355|ref|NZ_AGUF01000026.1|:22619-23782|1147684|g__Achromobacter.s__Achromobacter_arsenitoxydans|UniRef90_R4XPD9|UniRef50_Q5P917,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium,1164,1,0.0.0.0,0.859106529209622
gi|415852437|ref|NZ_ADUU01000147.1|:43092-44468|624|g__Shigella.s__Shigella_sonnei|UniRef90_P24207|UniRef50_P24207,root;k_Bacteria,1377,3,0.0.0.0,2.178649237472767
gi|414576686|ref|NZ_AKND01000036.1|:c185712-184507|624|g__Shigella.s__Shigella_sonnei|UniRef90_Q3YZV9|UniRef50_A6TBU8,root;k_Bacteria,1206,1,4.2.1.90,0.8291873963515755
gi|377520096|ref|NC_016822.1|:c3935642-3934440|624|g__Shigella.s__Shigella_sonnei|UniRef90_P37631|UniRef50_P37631,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1203,2,0.0.0.0,1.6625103906899417
gi|420364694|ref|NZ_AKNE01000061.1|:13290-14654|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0ADS0|UniRef50_P0ADS0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1365,1,0.0.0.0,0.7326007326007326
gi|420363885|ref|NZ_AKNE01000052.1|:433941-435221|624|g__Shigella.s__Shigella_sonnei|UniRef90_P54901|UniRef50_P54901,root,1281,1,0.0.0.0,0.7806401249024201
gi|415846313|ref|NZ_ADUU01000045.1|:c65414-64251|624|g__Shigella.s__Shigella_sonnei|UniRef90_A8ACZ3|UniRef50_Q5E8X7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1164,1,2.3.1.16,0.859106529209622
gi|414576145|ref|NZ_AKND01000028.1|:c10693-8894|624|g__Shigella.s__Shigella_sonnei|UniRef90_K8WV93|UniRef50_Q2JDK2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1800,1,0.0.0.0,0.5555555555555556
gi|420362534|ref|NZ_AKNE01000020.1|:c149404-148745|624|g__Shigella.s__Shigella_sonnei|UniRef90_Q8FJ67|UniRef50_Q8FJ67,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,660,1,0.0.0.0,1.5151515151515151
gi|420363885|ref|NZ_AKNE01000052.1|:c147410-147123|624|g__Shigella.s__Shigella_sonnei|UniRef90_J2NN60|UniRef50_J2NN60,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,288,1,0.0.0.0,3.4722222222222223
gi|377520096|ref|NC_016822.1|:2748344-2749648|624|g__Shigella.s__Shigella_sonnei|UniRef90_P77619|UniRef50_P77619,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1305,2,0.0.0.0,1.5325670498084292
gi|420363885|ref|NZ_AKNE01000052.1|:122050-122967|624|g__Shigella.s__Shigella_sonnei|UniRef90_B7MXV1|UniRef50_B5EZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,918,1,3.1.26.11,1.0893246187363834
gi|414578438|ref|NZ_AKND01000052.1|:c16748-15039|624|g__Shigella.s__Shigella_sonnei|UniRef90_P31433|UniRef50_P31433,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1710,1,0.0.0.0,0.5847953216374269
gi|377520096|ref|NC_016822.1|:3822163-3824298|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_E1WIS2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,2136,1,0.0.0.0,0.4681647940074906
gi|414579180|ref|NZ_AKND01000062.1|:103325-103444|624|g__Shigella.s__Shigella_sonnei|UniRef90_A0A029NSL7|UniRef50_G0D6I9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,120,2,0.0.0.0,16.666666666666668
gi|418262966|ref|NZ_AGRD01000018.1|:128763-130634|624|g__Shigella.s__Shigella_sonnei|UniRef90_Q3Z3V4|UniRef50_Q6D3A9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1872,4,0.0.0.0,2.1367521367521367
gi|418267029|ref|NZ_AGRD01000057.1|:c42606-38719|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,3888,1,6.3.5.3,0.257201646090535
gi|420356899|ref|NZ_AKNC01000026.1|:117488-119302|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_P21517,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1815,1,3.2.1.20,0.5509641873278237
gi|377520096|ref|NC_016822.1|:3411991-3413070|624|g__Shigella.s__Shigella_sonnei|UniRef90_A0A023KNU7|UniRef50_A6TDX1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1080,1,0.0.0.0,0.9259259259259258
gi|377520096|ref|NC_016822.1|:1029302-1031209|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_Q57242,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1908,1,0.0.0.0,0.5241090146750524
gi|418265055|ref|NZ_AGRD01000039.1|:c5442-4723|624|g__Shigella.s__Shigella_sonnei|UniRef90_P52108|UniRef50_P52108,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,720,1,0.0.0.0,1.3888888888888888
gi|414577209|ref|NZ_AKND01000039.1|:c74597-72075|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_P76585,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2523,1,0.0.0.0,0.3963535473642489
gi|377520096|ref|NC_016822.1|:4386259-4389045|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_W1FCY5,root,2787,1,2.7.7.7,0.3588087549336204
gi|377520096|ref|NC_016822.1|:4386259-4389045|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_W1FCY5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2787,2,2.7.7.7,0.7176175098672408
gi|74310614|ref|NC_007384.1|:4520476-4521789|624|g__Shigella.s__Shigella_sonnei|UniRef90_P21345|UniRef50_P21345,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1314,1,0.0.0.0,0.76103500761035
gi|74310614|ref|NC_007384.1|:4520476-4521789|624|g__Shigella.s__Shigella_sonnei|UniRef90_P21345|UniRef50_P21345,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1314,1,0.0.0.0,0.76103500761035
gi|377520096|ref|NC_016822.1|:c4394533-4393124|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AFB9|UniRef50_P0AFB9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1410,11,0.0.0.0,7.801418439716312
gi|420364409|ref|NZ_AKNE01000056.1|:c7323-4810|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_Q82SA8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2514,2,0.0.0.0,0.7955449482895784
gi|74310614|ref|NC_007384.1|:c3154462-3153044|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AE25|UniRef50_P0AE25,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1419,1,0.0.0.0,0.704721634954193
gi|418271049|ref|NZ_AGRD01000099.1|:69919-70149|624|g__Shigella.s__Shigella_sonnei|UniRef90_P39309|UniRef50_P39309,root;k_Bacteria,231,1,0.0.0.0,4.329004329004329
gi|414577741|ref|NZ_AKND01000044.1|:c31630-29927|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0ACE1|UniRef50_P0ACE1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1704,1,1.12.99.6,0.5868544600938967
gi|418268308|ref|NZ_AGRD01000074.1|:72922-75426|624|g__Shigella.s__Shigella_sonnei|UniRef90_P76655|UniRef50_P76655,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2505,1,0.0.0.0,0.3992015968063872
gi|415851352|ref|NZ_ADUU01000131.1|:c18557-17217|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AC97|UniRef50_P0AC97,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1341,1,0.0.0.0,0.7457121551081283
gi|377520096|ref|NC_016822.1|:c928676-928401|624|g__Shigella.s__Shigella_sonnei|UniRef90_P60845|UniRef50_P60845,root;k_Bacteria,276,1,0.0.0.0,3.623188405797101
gi|418266245|ref|NZ_AGRD01000053.1|:c88100-86742|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AA48|UniRef50_P0AA48,root;k_Bacteria,1359,1,0.0.0.0,0.7358351729212657
gi|420361875|ref|NZ_AKNE01000009.1|:199332-201746|624|g__Shigella.s__Shigella_sonnei|UniRef90_unknown|UniRef50_P77504,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2415,1,0.0.0.0,0.41407867494824013
gi|415843808|ref|NZ_ADUU01000015.1|:c115056-114355|624|g__Shigella.s__Shigella_sonnei|UniRef90_P76204|UniRef50_P76204,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,702,1,0.0.0.0,1.4245014245014247
gi|414577388|ref|NZ_AKND01000042.1|:13790-15343|624|g__Shigella.s__Shigella_sonnei|UniRef90_V2UHE2|UniRef50_V2UHE2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1554,1,0.0.0.0,0.6435006435006435
gi|418269415|ref|NZ_AGRD01000084.1|:27262-28371|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AFV1|UniRef50_P37683,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1110,1,0.0.0.0,0.9009009009009008
gi|377520096|ref|NC_016822.1|:c3524227-3523721|624|g__Shigella.s__Shigella_sonnei|UniRef90_A7ZRV0|UniRef50_B5REH0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,507,1,3.2.2.28,1.9723865877712032
gi|377520096|ref|NC_016822.1|:c3584507-3583569|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0ACQ8|UniRef50_P0ACQ8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,939,1,0.0.0.0,1.0649627263045793
gi|420358939|ref|NZ_AKNC01000066.1|:88665-93605|624|g__Shigella.s__Shigella_sonnei|UniRef90_I6EB74|UniRef50_E0J171,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,4941,1,0.0.0.0,0.20238818053025703
gi|418268308|ref|NZ_AGRD01000074.1|:c23777-23079|624|g__Shigella.s__Shigella_sonnei|UniRef90_Q46843|UniRef50_Q46843,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,699,1,0.0.0.0,1.430615164520744
gi|418265055|ref|NZ_AGRD01000039.1|:c8044-6662|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AAE6|UniRef50_P0AAE6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1383,1,0.0.0.0,0.7230657989877078
gi|420362122|ref|NZ_AKNE01000012.1|:27491-27607|624|g__Shigella.s__Shigella_sonnei|UniRef90_H4W6Z3|UniRef50_M8PH69,root,117,2,0.0.0.0,17.094017094017094
gi|414577741|ref|NZ_AKND01000044.1|:c186379-186266|624|g__Shigella.s__Shigella_sonnei|UniRef90_B3HJE4|UniRef50_B3HJE4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,114,1,0.0.0.0,8.771929824561402
gi|414577741|ref|NZ_AKND01000044.1|:c186379-186266|624|g__Shigella.s__Shigella_sonnei|UniRef90_B3HJE4|UniRef50_B3HJE4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,114,1,0.0.0.0,8.771929824561402
gi|377520096|ref|NC_016822.1|:c3226921-3226781|624|g__Shigella.s__Shigella_sonnei|UniRef90_J9ZIU9|UniRef50_E4P5E1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,141,1,0.0.0.0,7.092198581560284
gi|74310614|ref|NC_007384.1|:c1289127-1288804|624|g__Shigella.s__Shigella_sonnei|UniRef90_P76308|UniRef50_P76308,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,324,1,0.0.0.0,3.0864197530864197
gi|224581006|ref|NZ_GG657395.1|:6078-6644|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_P0AAB0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,567,1,0.0.0.0,1.7636684303350971
gi|224580995|ref|NZ_GG657384.1|:c739046-738447|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0ADI8|UniRef50_P0ADI8,root,600,1,0.0.0.0,1.6666666666666667
gi|224580995|ref|NZ_GG657384.1|:c1214953-1214342|562|g__Shigella.s__Shigella_sp_D9|UniRef90_B2U119|UniRef50_B2U119,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,612,1,0.0.0.0,1.6339869281045751
gi|224580995|ref|NZ_GG657384.1|:480906-481517|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AD18|UniRef50_P0AD18,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,612,1,0.0.0.0,1.6339869281045751
gi|224580996|ref|NZ_GG657385.1|:c553055-552576|562|g__Shigella.s__Shigella_sp_D9|UniRef90_Q8X6C4|UniRef50_Q8X6C4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,480,1,0.0.0.0,2.0833333333333335
gi|224580995|ref|NZ_GG657384.1|:c1429887-1429411|562|g__Shigella.s__Shigella_sp_D9|UniRef90_A7ZKV2|UniRef50_A7ZKV2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,477,1,0.0.0.0,2.0964360587002098
gi|224580995|ref|NZ_GG657384.1|:c701920-701408|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0A9A0|UniRef50_P0A9A0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,513,1,1.16.3.2,1.949317738791423
gi|224580995|ref|NZ_GG657384.1|:c1506242-1505721|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AB30|UniRef50_P43790,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,522,1,0.0.0.0,1.9157088122605364
gi|224581002|ref|NZ_GG657391.1|:10155-10643|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AFW1|UniRef50_P0AFW1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,489,1,0.0.0.0,2.044989775051125
gi|224581001|ref|NZ_GG657390.1|:90966-91463|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P31443|UniRef50_P31443,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,498,2,0.0.0.0,4.016064257028113
gi|224580995|ref|NZ_GG657384.1|:490085-490816|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P33359|UniRef50_P33359,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,732,2,0.0.0.0,2.73224043715847
gi|224580995|ref|NZ_GG657384.1|:695263-695919|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P66798|UniRef50_P66798,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,657,1,0.0.0.0,1.5220700152207
gi|224580997|ref|NZ_GG657386.1|:c269137-268475|562|g__Shigella.s__Shigella_sp_D9|UniRef90_A7ZV87|UniRef50_A7FMV8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,663,2,0.0.0.0,3.0165912518853695
gi|224580996|ref|NZ_GG657385.1|:c252245-251586|562|g__Shigella.s__Shigella_sp_D9|UniRef90_Q8XBS3|UniRef50_P66796,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,660,1,0.0.0.0,1.5151515151515151
gi|224581003|ref|NZ_GG657392.1|:c9954-9322|562|g__Shigella.s__Shigella_sp_D9|UniRef90_A1AI47|UniRef50_Q6LLQ5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,633,2,0.0.0.0,3.1595576619273302
gi|224580995|ref|NZ_GG657384.1|:311644-312294|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P77625|UniRef50_P77625,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,651,1,0.0.0.0,1.5360983102918586
gi|224580998|ref|NZ_GG657387.1|:c356257-355562|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AEL9|UniRef50_P26319,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,696,1,0.0.0.0,1.4367816091954024
gi|224580995|ref|NZ_GG657384.1|:c1517481-1516774|562|g__Shigella.s__Shigella_sp_D9|UniRef90_B7LT58|UniRef50_Q7N5M7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales,708,1,0.0.0.0,1.4124293785310735
gi|224580995|ref|NZ_GG657384.1|:1408856-1409563|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_P76014,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,708,1,0.0.0.0,1.4124293785310735
gi|224581000|ref|NZ_GG657389.1|:57077-57781|562|g__Shigella.s__Shigella_sp_D9|UniRef90_A7ZJV2|UniRef50_Q1CA93,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,705,1,2.3.2.6,1.4184397163120568
gi|224580997|ref|NZ_GG657386.1|:418611-419288|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0A8Y2|UniRef50_P0A8Y2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,678,1,3.1.3.5,1.4749262536873156
gi|224580995|ref|NZ_GG657384.1|:c799395-799207|562|g__Shigella.s__Shigella_sp_D9|UniRef90_E8Y5U4|UniRef50_E8Y5U4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,189,1,0.0.0.0,5.291005291005291
gi|224580995|ref|NZ_GG657384.1|:1299735-1299842|562|g__Shigella.s__Shigella_sp_D9|UniRef90_A0A023YW71|UniRef50_A0A023YW71,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,108,1,0.0.0.0,9.25925925925926
gi|224581023|ref|NZ_GG657412.1|:39-404|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_Q57H85,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,366,2,0.0.0.0,5.46448087431694
gi|224580995|ref|NZ_GG657384.1|:c832914-832546|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P76243|UniRef50_P76243,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,369,1,0.0.0.0,2.710027100271003
gi|224580995|ref|NZ_GG657384.1|:c541079-540708|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_Q83KI3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,372,1,0.0.0.0,2.6881720430107525
gi|224580998|ref|NZ_GG657387.1|:c441943-441680|562|g__Shigella.s__Shigella_sp_D9|UniRef90_A7ZJ19|UniRef50_A7ZJ19,root;k_Bacteria,264,1,0.0.0.0,3.7878787878787876
gi|224581001|ref|NZ_GG657390.1|:c190901-190569|562|g__Shigella.s__Shigella_sp_D9|UniRef90_W8TBB9|UniRef50_J7QX97,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,333,1,0.0.0.0,3.003003003003003
gi|224580995|ref|NZ_GG657384.1|:c1385182-1383788|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P39165|UniRef50_P39165,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1395,1,0.0.0.0,0.7168458781362007
gi|224580995|ref|NZ_GG657384.1|:c124502-123099|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P23482|UniRef50_P23482,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1404,1,0.0.0.0,0.7122507122507123
gi|224581003|ref|NZ_GG657392.1|:c17217-15808|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0A9C7|UniRef50_A0R079,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1410,2,6.3.1.2,1.4184397163120568
gi|224580996|ref|NZ_GG657385.1|:c463983-462577|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AEP2|UniRef50_P0AEP2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1407,1,0.0.0.0,0.7107320540156361
gi|224580998|ref|NZ_GG657387.1|:382178-383590|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P24207|UniRef50_P24207,root;k_Bacteria,1413,2,0.0.0.0,1.4154281670205238
gi|224580997|ref|NZ_GG657386.1|:474959-476332|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P15993|UniRef50_P24207,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1374,1,0.0.0.0,0.727802037845706
gi|224580996|ref|NZ_GG657385.1|:c204048-202558|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_T5YMK1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1491,1,2.6.1.82,0.670690811535882
gi|224581003|ref|NZ_GG657392.1|:c14488-13019|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AFB9|UniRef50_P0AFB9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1470,5,0.0.0.0,3.4013605442176873
gi|224581000|ref|NZ_GG657389.1|:86427-87857|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P75822|UniRef50_P75822,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1431,3,0.0.0.0,2.0964360587002098
gi|224581001|ref|NZ_GG657390.1|:c186141-184675|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_A7ZTE9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1467,1,1.1.1.17,0.6816632583503749
gi|224580997|ref|NZ_GG657386.1|:c612317-611064|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P27278|UniRef50_P27278,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1254,1,2.7.1.22,0.7974481658692185
gi|224580995|ref|NZ_GG657384.1|:c1427503-1426235|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P04152|UniRef50_P18642,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1269,1,0.0.0.0,0.7880220646178093
gi|224580998|ref|NZ_GG657387.1|:148440-149699|562|g__Shigella.s__Shigella_sp_D9|UniRef90_Q8X691|UniRef50_P0AA83,root,1260,2,0.0.0.0,1.5873015873015872
gi|224580995|ref|NZ_GG657384.1|:c700940-699729|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AAD4|UniRef50_P0AAD4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1212,1,0.0.0.0,0.8250825082508251
gi|224580999|ref|NZ_GG657388.1|:c75828-74590|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P34749|UniRef50_P34749,root;k_Bacteria,1239,1,0.0.0.0,0.8071025020177562
gi|224581000|ref|NZ_GG657389.1|:165375-166610|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P12281|UniRef50_Q56066,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1236,1,2.10.1.1,0.8090614886731392
gi|224580995|ref|NZ_GG657384.1|:339011-340306|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P38051|UniRef50_P38051,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1296,1,5.4.4.2,0.7716049382716049
