GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,unclassified,288,19034,0.0.0.0,66090.27777777778
gi|522837947|ref|NZ_KE159513.1|:596755-599910|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,3156,2,0.0.0.0,0.6337135614702154
gi|335230026|ref|NZ_GL573154.1|:235986-237563|1605|g__Lactobacillus.s__Lactobacillus_animalis|UniRef90_UPI0002193F4B|UniRef50_I1XPH7,unclassified,1578,1,1.1.5.3,0.6337135614702154
gi|498503065|ref|NZ_KB822571.1|:c2307710-2306133|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ARG4|UniRef50_K6ARG4,unclassified,1578,1,0.0.0.0,0.6337135614702154
gi|483316593|ref|NZ_KB902802.1|:c145877-144300|375|g__Bradyrhizobium.s__Bradyrhizobium_japonicum|UniRef90_Q89UV3|UniRef50_A0A023XRM0,unclassified,1578,1,0.0.0.0,0.6337135614702154
gi|490134789|ref|NZ_KB822565.1|:c1020412-1018835|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZL80|UniRef50_N1ZL80,unclassified,1578,1,0.0.0.0,0.6337135614702154
gi|498503065|ref|NZ_KB822571.1|:6366917-6368494|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUK4|UniRef50_F5IUJ1,unclassified,1578,1,0.0.0.0,0.6337135614702154
gi|410101285|ref|NZ_JH976471.1|:c1258500-1255342|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3S9|UniRef50_R5D966,unclassified,3159,2,0.0.0.0,0.6331117442228553
gi|522837953|ref|NZ_KE159519.1|:1374990-1376570|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YK56|UniRef50_R7JI74,unclassified,1581,1,0.0.0.0,0.6325110689437066
gi|484060247|ref|NZ_AJJK01001701.1|:1678-3258|29448|g__Bradyrhizobium.s__Bradyrhizobium_elkanii|UniRef90_U1H3B1|UniRef50_E6VGT6,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium ottawaense,1581,1,0.0.0.0,0.6325110689437066
gi|410101285|ref|NZ_JH976471.1|:c273454-271874|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQZ1|UniRef50_I2EPJ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1581,1,0.0.0.0,0.6325110689437066
gi|498503065|ref|NZ_KB822571.1|:c4397472-4395892|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B5E8|UniRef50_R7KGK8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1581,1,0.0.0.0,0.6325110689437066
gi|483998179|ref|NZ_KB893884.1|:c297508-295928|375|g__Bradyrhizobium.s__Bradyrhizobium_japonicum|UniRef90_A0A023XIR3|UniRef50_A0A023XIR3,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Afipia;s_Afipia sp. GAS231,1581,1,3.4.21.107,0.6325110689437066
gi|410101285|ref|NZ_JH976471.1|:c273454-271874|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQZ1|UniRef50_I2EPJ9,unclassified,1581,1,0.0.0.0,0.6325110689437066
gi|498503065|ref|NZ_KB822571.1|:5165017-5166600|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YZ92|UniRef50_A6LCK8,unclassified,1584,1,0.0.0.0,0.6313131313131313
gi|522837954|ref|NZ_KE159520.1|:964327-967497|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7ABT7,unclassified,3171,2,0.0.0.0,0.630715862503942
gi|555546126|ref|NZ_KI530573.1|:c189022-185852|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q4D8|UniRef50_V2Q9Y7,unclassified,3171,2,0.0.0.0,0.630715862503942
gi|555546126|ref|NZ_KI530573.1|:c527048-525462|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RMC4|UniRef50_V2RMC4,unclassified,1587,1,3.6.4.13,0.630119722747322
gi|555546126|ref|NZ_KI530573.1|:c848788-847202|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RLI0|UniRef50_V2RLI0,unclassified,1587,1,0.0.0.0,0.630119722747322
gi|490152338|ref|NZ_KB822408.1|:c19517-17931|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZH13|UniRef50_C5FB81,unclassified,1587,1,0.0.0.0,0.630119722747322
gi|555552016|ref|NZ_KI530588.1|:117651-119240|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q983|UniRef50_F8E876,unclassified,1590,1,0.0.0.0,0.6289308176100629
gi|410101287|ref|NZ_JH976473.1|:1032396-1033985|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8N5|UniRef50_Q2S432,unclassified,1590,1,3.6.3.14,0.6289308176100629
gi|410101287|ref|NZ_JH976473.1|:1032396-1033985|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8N5|UniRef50_Q2S432,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus cristatus,1590,1,3.6.3.14,0.6289308176100629
gi|498503065|ref|NZ_KB822571.1|:c4724216-4722627|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVN7|UniRef50_R5DFA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1590,1,0.0.0.0,0.6289308176100629
gi|384213726|ref|NC_017249.1|:c7207483-7205891|375|g__Bradyrhizobium.s__Bradyrhizobium_japonicum|UniRef90_J2WG87|UniRef50_P98056,unclassified,1593,1,1.9.3.1,0.6277463904582549
gi|483984541|ref|NZ_KB892639.1|:c164159-162567|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00035EC18D|UniRef50_R6EKJ7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1593,1,0.0.0.0,0.6277463904582549
gi|498503065|ref|NZ_KB822571.1|:292747-294339|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AP44|UniRef50_R6UXX9,unclassified,1593,1,0.0.0.0,0.6277463904582549
gi|490151422|ref|NZ_KB822406.1|:178206-179801|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZRZ9|UniRef50_P69789,unclassified,1596,1,0.0.0.0,0.6265664160401002
gi|498503065|ref|NZ_KB822571.1|:3978003-3981197|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3195,2,0.0.0.0,0.6259780907668232
gi|555549731|ref|NZ_KI530584.1|:145785-147383|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RKW2|UniRef50_D3PBE9,unclassified,1599,1,0.0.0.0,0.6253908692933083
gi|410101285|ref|NZ_JH976471.1|:1060027-1061625|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3W4|UniRef50_F9D4V3,unclassified,1599,1,2.1.1.173,0.6253908692933083
gi|498503065|ref|NZ_KB822571.1|:139687-141285|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BIP9|UniRef50_N2BIP9,unclassified,1599,1,0.0.0.0,0.6253908692933083
gi|490134789|ref|NZ_KB822565.1|:c225986-224388|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEH6|UniRef50_Q67MT5,unclassified,1599,1,0.0.0.0,0.6253908692933083
gi|522837953|ref|NZ_KE159519.1|:c813614-810414|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5RE42,unclassified,3201,2,0.0.0.0,0.6248047485160887
gi|522837953|ref|NZ_KE159519.1|:1151275-1154478|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AGJ4|UniRef50_R6Y6Q1,unclassified,3204,2,0.0.0.0,0.6242197253433208
gi|121592436|ref|NC_008782.1|:c3992532-3990928|232721|g__Acidovorax.s__Acidovorax_sp_JS42|UniRef90_A1WC97|UniRef50_Q9HCC0,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Acidovorax,1605,1,6.4.1.4,0.6230529595015576
gi|335230030|ref|NZ_GL573158.1|:c42533-40929|1605|g__Lactobacillus.s__Lactobacillus_animalis|UniRef90_UPI0002194B65|UniRef50_F2MNG4,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus halotolerans,1605,1,0.0.0.0,0.6230529595015576
gi|483985125|ref|NZ_KB892702.1|:40355-41959|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R6EFA9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1605,1,2.4.2.18,0.6230529595015576
gi|498503065|ref|NZ_KB822571.1|:c5200836-5199232|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2APJ0|UniRef50_R6VJ52,unclassified,1605,1,0.0.0.0,0.6230529595015576
gi|498503065|ref|NZ_KB822571.1|:c611160-609556|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WQF7|UniRef50_Q8UEY5,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,1605,1,6.3.4.2,0.6230529595015576
gi|498503065|ref|NZ_KB822571.1|:3624086-3625690|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YM68|UniRef50_K5YM68,unclassified,1605,1,0.0.0.0,0.6230529595015576
gi|522837947|ref|NZ_KE159513.1|:c291939-290335|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2APJ0|UniRef50_R6VJ52,unclassified,1605,1,0.0.0.0,0.6230529595015576
gi|490148474|ref|NZ_KB822404.1|:1-1607|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZH57|UniRef50_K9AH63,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus gordonii,1607,1,0.0.0.0,0.6222775357809583
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1608,1,4.1.1.49,0.6218905472636815
gi|498503065|ref|NZ_KB822571.1|:c902246-899031|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7NVN1,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,3216,2,0.0.0.0,0.6218905472636815
gi|498503065|ref|NZ_KB822571.1|:4124867-4126474|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUL2|UniRef50_R5DIK6,unclassified,1608,1,0.0.0.0,0.6218905472636815
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1608,1,4.1.1.49,0.6218905472636815
gi|410101286|ref|NZ_JH976472.1|:c782181-780574|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRT6|UniRef50_E6SNZ0,unclassified,1608,1,0.0.0.0,0.6218905472636815
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Butyrivibrio;s_Butyrivibrio fibrisolvens,1608,1,4.1.1.49,0.6218905472636815
gi|410101287|ref|NZ_JH976473.1|:c163229-161622|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUL2|UniRef50_R5DIK6,unclassified,1608,1,0.0.0.0,0.6218905472636815
gi|522837958|ref|NZ_KE159524.1|:15563-18778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NVN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3216,2,0.0.0.0,0.6218905472636815
gi|522837958|ref|NZ_KE159524.1|:15563-18778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NVN1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Hafniaceae;g_Obesumbacterium;s_Obesumbacterium proteus,3216,2,0.0.0.0,0.6218905472636815
gi|522837954|ref|NZ_KE159520.1|:c678765-675550|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,3216,2,0.0.0.0,0.6218905472636815
gi|498503065|ref|NZ_KB822571.1|:c2206991-2203773|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3219,2,0.0.0.0,0.6213109661385524
gi|410101287|ref|NZ_JH976473.1|:c632367-629149|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YM72|UniRef50_K5YM72,unclassified,3219,2,0.0.0.0,0.6213109661385524
gi|498503065|ref|NZ_KB822571.1|:c3128687-3125469|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7NTP3,unclassified,3219,2,0.0.0.0,0.6213109661385524
gi|383768277|ref|NC_017082.1|:49781-51391|335659|g__Bradyrhizobium.s__Bradyrhizobium_sp_S23321|UniRef90_A5E864|UniRef50_Q0C5Z7,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium,1611,1,0.0.0.0,0.6207324643078833
gi|483984605|ref|NZ_KB892648.1|:c91744-90134|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000379C904|UniRef50_D3T5X9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1611,1,0.0.0.0,0.6207324643078833
gi|522837956|ref|NZ_KE159522.1|:141424-143034|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AW93|UniRef50_K5ZA39,unclassified,1611,1,0.0.0.0,0.6207324643078833
gi|498503065|ref|NZ_KB822571.1|:3975276-3976886|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DDK4|UniRef50_R6X3G3,unclassified,1611,1,0.0.0.0,0.6207324643078833
gi|522837953|ref|NZ_KE159519.1|:c941271-939661|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DDK4|UniRef50_R6X3G3,unclassified,1611,1,0.0.0.0,0.6207324643078833
gi|498503065|ref|NZ_KB822571.1|:3044097-3045707|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AW93|UniRef50_K5ZA39,unclassified,1611,1,0.0.0.0,0.6207324643078833
gi|498503065|ref|NZ_KB822571.1|:5081767-5084991|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,3225,2,0.0.0.0,0.6201550387596899
gi|226942170|ref|NC_012560.1|:c1977135-1975522|354|g__Azotobacter.s__Azotobacter_vinelandii|UniRef90_Q09049|UniRef50_Q09049,unclassified,1614,1,1.10.3.14,0.6195786864931846
gi|242364144|ref|NZ_GG692782.1|:3286-4899|166486|g__Roseburia.s__Roseburia_intestinalis|UniRef90_R6PF07|UniRef50_G2T391,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1614,1,0.0.0.0,0.6195786864931846
gi|410101287|ref|NZ_JH976473.1|:c1203356-1200129|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,3228,2,0.0.0.0,0.6195786864931846
gi|522837959|ref|NZ_KE159525.1|:c37120-35507|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z0W4|UniRef50_K5Z0W4,unclassified,1614,1,0.0.0.0,0.6195786864931846
gi|514340171|ref|NZ_KE150406.1|:c295269-293656|658086|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_3_1_57FAA_CT1|UniRef90_R6PF07|UniRef50_G2T391,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1614,1,0.0.0.0,0.6195786864931846
gi|329889017|ref|NZ_GL883086.1|:82967-84583|293|g__Brevundimonas.s__Brevundimonas_diminuta|UniRef90_F4QYR5|UniRef50_D9QI49,unclassified,1617,1,0.0.0.0,0.6184291898577613
gi|498503065|ref|NZ_KB822571.1|:c708668-705435|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_UPI00037D6D83,unclassified,3234,2,0.0.0.0,0.6184291898577613
gi|490148212|ref|NZ_KB822402.1|:c620440-618824|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_Q1WSW0|UniRef50_Q8L7B5,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus condimenti,1617,1,0.0.0.0,0.6184291898577613
gi|498503065|ref|NZ_KB822571.1|:5093512-5095128|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZAZ3|UniRef50_R7ENU3,unclassified,1617,1,0.0.0.0,0.6184291898577613
gi|498503065|ref|NZ_KB822571.1|:5118777-5120393|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBH0|UniRef50_R6WQS4,unclassified,1617,1,0.0.0.0,0.6184291898577613
gi|522837947|ref|NZ_KE159513.1|:184615-186231|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZAZ3|UniRef50_R7ENU3,unclassified,1617,1,0.0.0.0,0.6184291898577613
gi|490148212|ref|NZ_KB822402.1|:c620440-618824|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_Q1WSW0|UniRef50_Q8L7B5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1617,1,0.0.0.0,0.6184291898577613
gi|522837947|ref|NZ_KE159513.1|:209880-211496|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBH0|UniRef50_R6WQS4,unclassified,1617,1,0.0.0.0,0.6184291898577613
gi|498503065|ref|NZ_KB822571.1|:2382993-2386229|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A3R9|UniRef50_R5SP00,unclassified,3237,2,0.0.0.0,0.6178560395427866
gi|410101288|ref|NZ_JH976474.1|:801866-805102|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHC5|UniRef50_K5ZHC5,unclassified,3237,2,0.0.0.0,0.6178560395427866
gi|522837954|ref|NZ_KE159520.1|:422472-424091|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AXX6|UniRef50_R5RR21,unclassified,1620,1,0.0.0.0,0.6172839506172839
gi|490136654|ref|NZ_KB822566.1|:454562-456181|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAX8|UniRef50_O31716,unclassified,1620,1,0.0.0.0,0.6172839506172839
gi|522837953|ref|NZ_KE159519.1|:c804291-802672|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AYV9|UniRef50_N2AYV9,unclassified,1620,1,0.0.0.0,0.6172839506172839
gi|316931396|ref|NC_014834.1|:4341449-4343068|1076|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris|UniRef90_Q6N9R5|UniRef50_Q6N9R5,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium icense,1620,1,0.0.0.0,0.6172839506172839
gi|498503065|ref|NZ_KB822571.1|:4110577-4112196|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AYV9|UniRef50_N2AYV9,unclassified,1620,1,0.0.0.0,0.6172839506172839
gi|490136654|ref|NZ_KB822566.1|:454562-456181|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAX8|UniRef50_O31716,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Lacinutrix;s_Lacinutrix sp. 5H-3-7-4,1620,1,0.0.0.0,0.6172839506172839
gi|490148212|ref|NZ_KB822402.1|:c473433-470191|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_unknown|UniRef50_unknown,unclassified,3243,2,0.0.0.0,0.6167129201356769
gi|498503065|ref|NZ_KB822571.1|:c1954566-1951324|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_UPI00037D6D83,unclassified,3243,2,0.0.0.0,0.6167129201356769
gi|522837953|ref|NZ_KE159519.1|:1593152-1594774|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZQB1|UniRef50_K5ZQB1,unclassified,1623,1,0.0.0.0,0.6161429451632778
gi|488661264|ref|NZ_KB851045.1|:1257555-1259177|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_R7PG68|UniRef50_A1WZJ2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1623,1,0.0.0.0,0.6161429451632778
gi|498503065|ref|NZ_KB822571.1|:c3324121-3322499|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZQB1|UniRef50_K5ZQB1,unclassified,1623,1,0.0.0.0,0.6161429451632778
gi|498503065|ref|NZ_KB822571.1|:2558276-2559898|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZPF3|UniRef50_I0K7R8,unclassified,1623,1,0.0.0.0,0.6161429451632778
gi|410101285|ref|NZ_JH976471.1|:1407910-1409532|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZPF3|UniRef50_I0K7R8,unclassified,1623,1,0.0.0.0,0.6161429451632778
gi|484225998|ref|NZ_AQWI01000057.1|:172088-173710|384|g__Rhizobium.s__Rhizobium_leguminosarum|UniRef90_B6A4B0|UniRef50_F7YAH8,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales,1623,1,0.0.0.0,0.6161429451632778
gi|522837957|ref|NZ_KE159523.1|:c206774-205149|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZMV6|UniRef50_R5CHF4,unclassified,1626,1,0.0.0.0,0.6150061500615006
gi|211596885|ref|NZ_DS264339.1|:43940-45565|40520|g__Blautia.s__Ruminococcus_obeum|UniRef90_D4LWD0|UniRef50_Q8L7B5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1626,1,0.0.0.0,0.6150061500615006
gi|483984922|ref|NZ_KB892682.1|:48884-50515|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI000374EA48|UniRef50_Q7UTP4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1632,1,2.7.1.30,0.6127450980392157
gi|498503065|ref|NZ_KB822571.1|:c565555-563924|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDK4|UniRef50_R9HER8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1632,1,0.0.0.0,0.6127450980392157
gi|498503065|ref|NZ_KB822571.1|:c829873-828242|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LE69|UniRef50_Q54RA2,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia sp. CCGE1003,1632,1,1.2.1.88,0.6127450980392157
gi|410101286|ref|NZ_JH976472.1|:c858204-856573|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE69|UniRef50_Q54RA2,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia sp. CCGE1003,1632,1,1.2.1.88,0.6127450980392157
gi|498503065|ref|NZ_KB822571.1|:c565555-563924|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDK4|UniRef50_R9HER8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces sp. PBH53,1632,1,0.0.0.0,0.6127450980392157
gi|498503065|ref|NZ_KB822571.1|:c2846718-2845087|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A2C3|UniRef50_E6SNZ0,unclassified,1632,1,0.0.0.0,0.6127450980392157
gi|490134789|ref|NZ_KB822565.1|:c576029-574395|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZHD8|UniRef50_Q035Y9,root;k_Bacteria;p_Firmicutes,1635,1,0.0.0.0,0.6116207951070336
gi|555552016|ref|NZ_KI530588.1|:129425-131059|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RII0|UniRef50_V2RII0,unclassified,1635,1,0.0.0.0,0.6116207951070336
gi|121592436|ref|NC_008782.1|:c3728619-3726985|232721|g__Acidovorax.s__Acidovorax_sp_JS42|UniRef90_A9BSV8|UniRef50_A1TT20,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae,1635,1,1.9.3.1,0.6116207951070336
gi|498503065|ref|NZ_KB822571.1|:4281332-4284610|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AHA0|UniRef50_K5ZPH1,unclassified,3279,2,0.0.0.0,0.609942055504727
