GeneID,Taxonomy,Length,Reads,EC#
gi|422320815|ref|NZ_GL636045.1|:c59016-58090|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_E3HPD5|UniRef50_A7K0S1,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio vulgaris,927,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c5609661-5608195|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Virgibacillus;s_Virgibacillus sp. SK37,1467,1,1.11.1.6
gi|498503065|ref|NZ_KB822571.1|:3853147-3854646|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU12|UniRef50_R5AML8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1500,21,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3853147-3854646|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU12|UniRef50_R5AML8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,1500,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c5386937-5385456|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A8Z8|UniRef50_A6LBQ5,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Geobacillus;s_Geobacillus sp. WCH70,1482,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3656307-3657797|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LI32|UniRef50_R7J0F3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1491,1,4.3.1.3
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1641,2,4.2.1.2
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,1641,1,4.2.1.2
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1641,1,4.2.1.2
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,1,4.2.1.2
gi|498503065|ref|NZ_KB822571.1|:c565555-563924|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDK4|UniRef50_R9HER8,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptomycetales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces sp. PBH53,1632,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c565555-563924|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDK4|UniRef50_R9HER8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium Contig18770,1632,45,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c565555-563924|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDK4|UniRef50_R9HER8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1632,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c829873-828242|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LE69|UniRef50_Q54RA2,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia sp. CCGE1003,1632,1,1.2.1.88
gi|498503065|ref|NZ_KB822571.1|:4893234-4894880|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,1647,3,2.7.1.90
gi|498503065|ref|NZ_KB822571.1|:4893234-4894880|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1647,1,2.7.1.90
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1641,22,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1641,49,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides goldsteinii,1641,6,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Paraglaciecola;s_Paraglaciecola psychrophila,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium sp. ML3W,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Cyanobacteria;c_;o_Nostocales;f_Nostocaceae;g_Trichormus;s_Trichormus azollae,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter sp. PAMC 26640,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4088014-4089654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LIG0|UniRef50_A1WZJ2,root;k_Bacteria,1641,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c2542071-2540407|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BBM3|UniRef50_P31206,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter;s_Helicobacter sp. MIT 01-6242,1665,1,3.2.1.18
gi|498503065|ref|NZ_KB822571.1|:c2542071-2540407|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BBM3|UniRef50_P31206,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Capnocytophaga;s_Capnocytophaga canimorsus,1665,1,3.2.1.18
gi|498503065|ref|NZ_KB822571.1|:6453348-6455015|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DRE6|UniRef50_Q18JB5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1668,1,6.3.4.3
gi|498503065|ref|NZ_KB822571.1|:6453348-6455015|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DRE6|UniRef50_Q18JB5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1668,1,6.3.4.3
gi|498503065|ref|NZ_KB822571.1|:c2814905-2813250|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DQI2|UniRef50_C7MNW3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1656,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:1071326-1072981|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WYR0|UniRef50_C9RPS9,root;k_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina;s_Methanosarcina sp. MTP4,1656,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:1071326-1072981|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WYR0|UniRef50_C9RPS9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1656,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1083296-1081632|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZN07|UniRef50_R5DDM9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1665,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:878706-880364|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YS04|UniRef50_R6JF08,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1659,3,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4901125-4902699|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z9T8|UniRef50_R6Y850,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1575,1,3.4.21.107
gi|498503065|ref|NZ_KB822571.1|:c4397472-4395892|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B5E8|UniRef50_R7KGK8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1581,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:1673082-1674647|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6W5|UniRef50_R5AL42,root;k_Bacteria;p_Proteobacteria,1566,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:1673082-1674647|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6W5|UniRef50_R5AL42,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae;g_Methylococcus;s_Methylococcus capsulatus,1566,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5351875-5353440|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZBX0|UniRef50_R5LZJ6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1566,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:2779062-2780669|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1608,17,4.1.1.49
gi|498503065|ref|NZ_KB822571.1|:2779062-2780669|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1608,2,4.1.1.49
gi|498503065|ref|NZ_KB822571.1|:c611160-609556|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WQF7|UniRef50_Q8UEY5,root;k_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Chlamydiales;f_Chlamydiaceae;g_Chlamydia;s_Chlamydia sp. 2742-308,1605,1,6.3.4.2
gi|498503065|ref|NZ_KB822571.1|:c4724216-4722627|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YVN7|UniRef50_R5DFA6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1590,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c6206719-6203570|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3150,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c544413-541267|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_K5YSY1,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Formosa;s_Formosa sp. Hel1_31_208,3147,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1756565-1753383|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B405|UniRef50_N2B405,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Lysinibacillus;s_Lysinibacillus sphaericus,3183,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c2273280-2270110|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter mallensis,3171,3,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4410108-4413206|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_E6SR52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3099,2,3.2.1.23
gi|498503065|ref|NZ_KB822571.1|:4410108-4413206|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_E6SR52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3099,1,3.2.1.23
gi|498503065|ref|NZ_KB822571.1|:4410108-4413206|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_E6SR52,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3099,1,3.2.1.23
gi|498503065|ref|NZ_KB822571.1|:c4198257-4195153|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_K6ADE9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,3105,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1143443-1140339|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YN92|UniRef50_Q8A1J1,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,3105,9,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c288842-285756|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BJ19|UniRef50_Q8A5H1,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cyclobacteriaceae;g_Echinicola;s_Echinicola vietnamensis,3087,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c4802035-4798910|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7DEV9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3126,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:2925717-2928959|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,3243,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:5081767-5084991|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,3225,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c3134209-3130976|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ABM3|UniRef50_R6D531,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,3234,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c902246-899031|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7NVN1,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,3216,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c902246-899031|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7NVN1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Hafniaceae;g_Obesumbacterium;s_Obesumbacterium proteus,3216,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c3128687-3125469|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7NTP3,root,3219,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c2206991-2203773|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3219,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c2513167-2510381|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,2787,1,2.7.7.7
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root,3042,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia,3042,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3042,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria,3042,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Persicobacteraceae;g_Persicobacter;s_Persicobacter sp. JZB09,3042,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus silesiacus,3042,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3912343-3915369|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AGA7|UniRef50_K6AGA7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3027,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4164933-4167971|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_K5ZUG9,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter sp. PAMC 26640,3039,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c3138802-3135722|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5DBP2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,3081,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c3138802-3135722|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5DBP2,root;k_Archaea;p_Euryarchaeota;c_Halobacteria;o_Natrialbales;f_Natrialbaceae;g_Natronococcus;s_Natronococcus occultus,3081,2,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:4378327-4381284|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_E4T1A7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,2958,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3648270-3651293|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JHG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3024,5,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3648270-3651293|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JHG3,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,3024,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3648270-3651293|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JHG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,3024,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:3648270-3651293|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7JHG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3024,1,0.0.0.0
gi|498503065|ref|NZ_KB822571.1|:c1125224-1121412|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,3813,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1125224-1121412|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3813,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1125224-1121412|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,3813,1,2.7.7.6
gi|498503065|ref|NZ_KB822571.1|:c1125224-1121412|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides stercoris,3813,2,2.7.7.6
