GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|311103224|ref|NC_014640.1|:c683893-680963|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_unknown|UniRef50_R4WT31,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,2931,1,1.17.4.1,0.34118048447628796
gi|498503065|ref|NZ_KB822571.1|:c1127000-1126302|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LE84|UniRef50_Q1IHH1,root;k_Bacteria,699,1,0.0.0.0,1.430615164520744
gi|498503065|ref|NZ_KB822571.1|:c3862599-3861910|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU03|UniRef50_D6D8P2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,690,27,0.0.0.0,39.130434782608695
gi|498503065|ref|NZ_KB822571.1|:c4874936-4874244|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DMA4|UniRef50_E1WT29,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,693,7,0.0.0.0,10.101010101010102
gi|498503065|ref|NZ_KB822571.1|:c4874936-4874244|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DMA4|UniRef50_E1WT29,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,693,1,0.0.0.0,1.443001443001443
gi|498503065|ref|NZ_KB822571.1|:c4874936-4874244|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DMA4|UniRef50_E1WT29,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,693,5,0.0.0.0,7.2150072150072155
gi|498503065|ref|NZ_KB822571.1|:c4874936-4874244|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DMA4|UniRef50_E1WT29,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,693,2,0.0.0.0,2.886002886002886
gi|498503065|ref|NZ_KB822571.1|:c88830-88129|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X7I2|UniRef50_R6MLU3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,702,3,0.0.0.0,4.273504273504273
gi|498503065|ref|NZ_KB822571.1|:1820717-1821283|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LF43|UniRef50_Q8A1F7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,567,1,0.0.0.0,1.7636684303350971
gi|498503065|ref|NZ_KB822571.1|:1820717-1821283|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LF43|UniRef50_Q8A1F7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,567,1,0.0.0.0,1.7636684303350971
gi|498503065|ref|NZ_KB822571.1|:c2413603-2413025|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A3T3|UniRef50_Q9AGG3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium butyricum,579,2,0.0.0.0,3.4542314335060453
gi|498503065|ref|NZ_KB822571.1|:c1270373-1269822|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH6|UniRef50_A6KYI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,552,55,0.0.0.0,99.63768115942028
gi|498503065|ref|NZ_KB822571.1|:c394643-394092|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DIS8|UniRef50_R5EYM3,root,552,1,0.0.0.0,1.8115942028985506
gi|498503065|ref|NZ_KB822571.1|:c16238-15690|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LCP4|UniRef50_A6L3Y9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,549,6,0.0.0.0,10.92896174863388
gi|498503065|ref|NZ_KB822571.1|:c16238-15690|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LCP4|UniRef50_A6L3Y9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,549,1,0.0.0.0,1.8214936247723132
gi|498503065|ref|NZ_KB822571.1|:1837266-1837826|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A691|UniRef50_K6A691,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Maribacter;s_Maribacter sp. MAR_2009_60,561,1,0.0.0.0,1.7825311942959
gi|498503065|ref|NZ_KB822571.1|:c1271670-1271113|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH9|UniRef50_A4SCS1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,558,1,0.0.0.0,1.7921146953405016
gi|498503065|ref|NZ_KB822571.1|:c1277182-1276565|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEJ1|UniRef50_A8LC56,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,618,2,0.0.0.0,3.236245954692557
gi|498503065|ref|NZ_KB822571.1|:c1277182-1276565|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEJ1|UniRef50_A8LC56,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,618,1,0.0.0.0,1.6181229773462784
gi|498503065|ref|NZ_KB822571.1|:4896848-4897450|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZWW9|UniRef50_G2PNX0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,603,1,2.5.1.9,1.658374792703151
gi|498503065|ref|NZ_KB822571.1|:c1276565-1275936|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEJ0|UniRef50_B3EUM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,630,14,0.0.0.0,22.22222222222222
gi|498503065|ref|NZ_KB822571.1|:5857050-5857670|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X635|UniRef50_Q7VNU6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Alteromonas,621,1,0.0.0.0,1.6103059581320451
gi|498503065|ref|NZ_KB822571.1|:c399870-399277|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WM85|UniRef50_R7J8Q9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,594,2,0.0.0.0,3.367003367003367
gi|498503065|ref|NZ_KB822571.1|:3033622-3034209|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_G8ULR6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,588,1,5.2.1.8,1.7006802721088436
gi|498503065|ref|NZ_KB822571.1|:c3858493-3857906|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU07|UniRef50_Q8A633,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,588,14,0.0.0.0,23.80952380952381
gi|498503065|ref|NZ_KB822571.1|:3055771-3056364|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q8A0U0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,594,1,3.5.4.16,1.6835016835016836
gi|498503065|ref|NZ_KB822571.1|:3653480-3654385|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YM54|UniRef50_B5Y9A7,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium diazoefficiens,906,2,2.1.2.5,2.2075055187637966
gi|498503065|ref|NZ_KB822571.1|:1054198-1055067|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DJ39|UniRef50_R7DI58,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter;s_Hymenobacter sp. APR13,870,3,0.0.0.0,3.4482758620689657
gi|498503065|ref|NZ_KB822571.1|:1761483-1762340|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WKC0|UniRef50_R5CD91,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,858,5,0.0.0.0,5.827505827505828
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,861,20,0.0.0.0,23.228803716608596
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,861,17,0.0.0.0,19.744483159117305
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Algibacter;s_Algibacter alginicilyticus,861,4,0.0.0.0,4.645760743321719
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Winogradskyella;s_Winogradskyella sp. PG-2,861,1,0.0.0.0,1.1614401858304297
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,861,1,0.0.0.0,1.1614401858304297
gi|498503065|ref|NZ_KB822571.1|:5645735-5646610|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X715|UniRef50_P55253,root,876,1,2.7.7.24,1.1415525114155252
gi|498503065|ref|NZ_KB822571.1|:4071642-4072583|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XY21|UniRef50_R5S2U5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,942,3,2.7.6.1,3.1847133757961785
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria,942,21,1.1.1.37,22.29299363057325
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Cytophaga;s_Cytophaga hutchinsonii,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:6071330-6072262|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X2P9|UniRef50_E4T494,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfuromonadales;f_Geobacteraceae;g_Geobacter;s_Geobacter bemidjiensis,933,3,0.0.0.0,3.215434083601286
gi|498503065|ref|NZ_KB822571.1|:c6818434-6817499|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLD1|UniRef50_A6LDL3,root;k_Bacteria,936,3,0.0.0.0,3.205128205128205
gi|498503065|ref|NZ_KB822571.1|:5487487-5488440|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZLY1|UniRef50_D5EH68,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,954,1,0.0.0.0,1.0482180293501049
gi|498503065|ref|NZ_KB822571.1|:118951-119901|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZY85|UniRef50_D9RU38,root,951,1,0.0.0.0,1.0515247108307046
gi|498503065|ref|NZ_KB822571.1|:242322-243233|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7NRD7|UniRef50_D5EWR9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,912,1,0.0.0.0,1.0964912280701753
gi|498503065|ref|NZ_KB822571.1|:242322-243233|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7NRD7|UniRef50_D5EWR9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,912,2,0.0.0.0,2.1929824561403506
gi|498503065|ref|NZ_KB822571.1|:c6570407-6569481|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZ03|UniRef50_R6BTF6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Alteromonadaceae;g_Agarivorans;s_Agarivorans gilvus,927,25,0.0.0.0,26.968716289104638
gi|498503065|ref|NZ_KB822571.1|:c1384867-1384076|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus durans,792,1,0.0.0.0,1.2626262626262625
gi|498503065|ref|NZ_KB822571.1|:c1266914-1266129|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WRT3|UniRef50_L7YE98,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,786,1,3.4.11.18,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:c877734-876952|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZMF5|UniRef50_R6L944,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,783,1,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:c2182777-2182022|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y7R4|UniRef50_B4UHS9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,756,32,0.0.0.0,42.32804232804233
gi|498503065|ref|NZ_KB822571.1|:c2182777-2182022|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y7R4|UniRef50_B4UHS9,root,756,5,0.0.0.0,6.613756613756614
gi|498503065|ref|NZ_KB822571.1|:c2182777-2182022|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y7R4|UniRef50_B4UHS9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,756,3,0.0.0.0,3.9682539682539684
gi|498503065|ref|NZ_KB822571.1|:3054393-3055148|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LFF0|UniRef50_A6KXL2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,756,1,5.3.1.1,1.3227513227513228
gi|498503065|ref|NZ_KB822571.1|:c398302-397556|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WSD2|UniRef50_Q5HGK2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter hormaechei,747,1,1.1.1.100,1.3386880856760375
gi|498503065|ref|NZ_KB822571.1|:1663605-1664369|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUM2|UniRef50_A6LF90,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,765,2,3.1.3.5,2.6143790849673203
gi|498503065|ref|NZ_KB822571.1|:c1655448-1654684|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LF14|UniRef50_O83296,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Dyadobacter;s_Dyadobacter fermentans,765,1,0.0.0.0,1.3071895424836601
gi|498503065|ref|NZ_KB822571.1|:c1655448-1654684|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LF14|UniRef50_O83296,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,765,1,0.0.0.0,1.3071895424836601
gi|498503065|ref|NZ_KB822571.1|:3381769-3382614|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHM7|UniRef50_A0LXM8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,846,1,0.0.0.0,1.1820330969267139
gi|498503065|ref|NZ_KB822571.1|:c4178546-4177707|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6IQD3|UniRef50_F0P1A4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Rikenellaceae;g_Alistipes;s_Alistipes finegoldii,840,2,2.4.2.19,2.380952380952381
gi|498503065|ref|NZ_KB822571.1|:c1671062-1670208|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AUL6|UniRef50_R6ZMN7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium 22g15,855,73,0.0.0.0,85.38011695906432
gi|498503065|ref|NZ_KB822571.1|:c1275622-1274798|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,7,0.0.0.0,8.484848484848484
gi|498503065|ref|NZ_KB822571.1|:3623094-3623906|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHV2|UniRef50_Q7MB61,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales,813,3,3.5.99.6,3.690036900369004
gi|498503065|ref|NZ_KB822571.1|:3623094-3623906|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHV2|UniRef50_Q7MB61,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,813,2,3.5.99.6,2.4600246002460024
gi|498503065|ref|NZ_KB822571.1|:5276553-5277365|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XAC6|UniRef50_R5W5H2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,813,1,0.0.0.0,1.2300123001230012
gi|498503065|ref|NZ_KB822571.1|:c3031108-3030287|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YG17|UniRef50_K5YG17,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Corynebacteriaceae;g_Corynebacterium;s_Corynebacterium humireducens,822,1,0.0.0.0,1.2165450121654502
gi|498503065|ref|NZ_KB822571.1|:c6047616-6047341|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WUS3|UniRef50_R5S652,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,276,1,0.0.0.0,3.623188405797101
gi|498503065|ref|NZ_KB822571.1|:859299-859571|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WS16|UniRef50_R5W7I7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,273,7,0.0.0.0,25.64102564102564
gi|498503065|ref|NZ_KB822571.1|:3487871-3488113|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_I8VKH1|UniRef50_R6HJA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,243,1,0.0.0.0,4.11522633744856
gi|498503065|ref|NZ_KB822571.1|:c1324377-1324129|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BEM2|UniRef50_N2BEM2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus polymyxa,249,2,0.0.0.0,8.032128514056225
gi|498503065|ref|NZ_KB822571.1|:c2742692-2742456|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_G8UHS2|UniRef50_B6YR21,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,237,2,0.0.0.0,8.438818565400844
gi|498503065|ref|NZ_KB822571.1|:c6192411-6192172|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6L9U9|UniRef50_B2RM15,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus fermentum,240,1,0.0.0.0,4.166666666666667
gi|498503065|ref|NZ_KB822571.1|:c1272633-1272376|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,258,3,0.0.0.0,11.627906976744185
gi|498503065|ref|NZ_KB822571.1|:c1272633-1272376|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,258,1,0.0.0.0,3.875968992248062
gi|498503065|ref|NZ_KB822571.1|:c1272633-1272376|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI2|UniRef50_B9K895,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,258,1,0.0.0.0,3.875968992248062
gi|498503065|ref|NZ_KB822571.1|:c3596770-3596516|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTW1|UniRef50_Q8A276,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Lutibacter;s_Lutibacter sp. LPB0138,255,1,0.0.0.0,3.9215686274509802
gi|498503065|ref|NZ_KB822571.1|:3232276-3232605|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6L255|UniRef50_A6L255,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,330,1,0.0.0.0,3.0303030303030303
gi|498503065|ref|NZ_KB822571.1|:c490121-489804|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DG80|UniRef50_A6L8S9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,318,1,0.0.0.0,3.144654088050314
