GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|505484991|ref|NZ_BANP01000021.1|:43192-44874|1268622|g__Acidovorax.s__Acidovorax_sp_MR_S7|UniRef90_B9MBD2|UniRef50_Q7W0K0,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Hydrogenophaga,1683,1,6.1.1.19,0.5941770647653001
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Planctomycetes;c_Phycisphaerae;o_Phycisphaerales;f_Phycisphaeraceae;g_Phycisphaera;s_Phycisphaera mikurensis,267,3,0.0.0.0,11.235955056179774
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root,267,6,0.0.0.0,22.47191011235955
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,267,2,0.0.0.0,7.49063670411985
gi|423724611|ref|NZ_JH976528.1|:c188510-187569|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,942,1,1.1.1.37,1.0615711252653928
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,27,0.0.0.0,180.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria,150,8,0.0.0.0,53.333333333333336
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,150,1,0.0.0.0,6.666666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinilabiliaceae;g_Anaerophaga;s_uncultured Anaerophaga sp.,150,27,0.0.0.0,180.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_;o_;f_;g_;s_uncultured Bacteroidetes bacterium,150,1,0.0.0.0,6.666666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root,150,6,0.0.0.0,40.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_;p_;c_;o_;f_;g_;s_uncultured prokaryote,150,1,0.0.0.0,6.666666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured rumen bacterium,150,1,0.0.0.0,6.666666666666667
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,120,7,0.0.0.0,58.333333333333336
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,120,5,0.0.0.0,41.66666666666667
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_;s_uncultured Flavobacteriaceae bacterium,120,1,0.0.0.0,8.333333333333334
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria,120,4,0.0.0.0,33.333333333333336
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes,120,1,0.0.0.0,8.333333333333334
gi|223667707|ref|NZ_DS264527.1|:180914-181396|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ADI0|UniRef50_A7ADI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,483,1,0.0.0.0,2.070393374741201
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root,165,42,0.0.0.0,254.54545454545453
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria,165,18,0.0.0.0,109.09090909090908
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,165,24,0.0.0.0,145.45454545454544
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,165,3,0.0.0.0,18.18181818181818
gi|423721761|ref|NZ_JH976524.1|:c198-1|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_K6B5C7|UniRef50_K6B5C7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,198,10,0.0.0.0,50.505050505050505
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,108,1,0.0.0.0,9.25925925925926
gi|223667698|ref|NZ_DS264518.1|:293361-293732|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AC87|UniRef50_A7AC87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,372,5,0.0.0.0,13.440860215053764
gi|223667707|ref|NZ_DS264527.1|:c181375-181100|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ADI0|UniRef50_A7ADI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,276,1,0.0.0.0,3.623188405797101
gi|301311805|ref|NZ_GG775004.1|:c132377-131934|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_A6LE85|UniRef50_B6YQ01,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,444,1,0.0.0.0,2.2522522522522523
gi|498503065|ref|NZ_KB822571.1|:3252382-3254205|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,2,0.0.0.0,1.0964912280701753
gi|498503065|ref|NZ_KB822571.1|:3252382-3254205|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,1,0.0.0.0,0.5482456140350876
gi|498503065|ref|NZ_KB822571.1|:3486219-3487874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,4,0.0.0.0,2.4154589371980677
gi|498503065|ref|NZ_KB822571.1|:c3330976-3330302|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DQ67|UniRef50_R6KK61,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,675,2,0.0.0.0,2.962962962962963
gi|498503065|ref|NZ_KB822571.1|:4083118-4083804|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5D8V3|UniRef50_R6W409,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,687,1,0.0.0.0,1.455604075691412
gi|498503065|ref|NZ_KB822571.1|:c6596024-6595344|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5D9R1|UniRef50_R4PL29,root;k_Bacteria;p_Bacteroidetes,681,1,0.0.0.0,1.4684287812041115
gi|498503065|ref|NZ_KB822571.1|:5659098-5659742|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,645,1,0.0.0.0,1.5503875968992247
gi|498503065|ref|NZ_KB822571.1|:c1274037-1273300|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI5|UniRef50_Q11QB8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium gallinarum,738,1,0.0.0.0,1.3550135501355014
gi|498503065|ref|NZ_KB822571.1|:c1274037-1273300|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI5|UniRef50_Q11QB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,738,1,0.0.0.0,1.3550135501355014
gi|498503065|ref|NZ_KB822571.1|:c1274037-1273300|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI5|UniRef50_Q11QB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,738,2,0.0.0.0,2.710027100271003
gi|498503065|ref|NZ_KB822571.1|:c3859746-3859009|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X5K9|UniRef50_E4TQQ9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,738,29,0.0.0.0,39.29539295392954
gi|498503065|ref|NZ_KB822571.1|:c1127000-1126302|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LE84|UniRef50_Q1IHH1,root,699,1,0.0.0.0,1.430615164520744
gi|498503065|ref|NZ_KB822571.1|:c1127000-1126302|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LE84|UniRef50_Q1IHH1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,699,4,0.0.0.0,5.722460658082976
gi|498503065|ref|NZ_KB822571.1|:3941251-3941952|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R5K2Q8,root;k_Bacteria;p_Cyanobacteria;c_;o_Oscillatoriales;f_Oscillatoriaceae;g_Oscillatoria;s_Oscillatoria acuminata,702,1,0.0.0.0,1.4245014245014247
gi|498503065|ref|NZ_KB822571.1|:c3862599-3861910|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU03|UniRef50_D6D8P2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,690,1,0.0.0.0,1.4492753623188408
gi|498503065|ref|NZ_KB822571.1|:c4874936-4874244|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DMA4|UniRef50_E1WT29,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,693,1,0.0.0.0,1.443001443001443
gi|498503065|ref|NZ_KB822571.1|:c1482685-1482119|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AWC6|UniRef50_P26830,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,567,1,1.11.1.15,1.7636684303350971
gi|498503065|ref|NZ_KB822571.1|:c1482685-1482119|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AWC6|UniRef50_P26830,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,567,1,1.11.1.15,1.7636684303350971
gi|498503065|ref|NZ_KB822571.1|:c6342398-6341814|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z526|UniRef50_Q5LED3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] saccharolyticum,585,1,0.0.0.0,1.7094017094017095
gi|498503065|ref|NZ_KB822571.1|:c1270373-1269822|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH6|UniRef50_A6KYI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,552,2,0.0.0.0,3.623188405797101
gi|498503065|ref|NZ_KB822571.1|:c1270373-1269822|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEH6|UniRef50_A6KYI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,552,1,0.0.0.0,1.8115942028985506
gi|498503065|ref|NZ_KB822571.1|:c394643-394092|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DIS8|UniRef50_R5EYM3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium baratii,552,1,0.0.0.0,1.8115942028985506
gi|498503065|ref|NZ_KB822571.1|:c394643-394092|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DIS8|UniRef50_R5EYM3,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,552,1,0.0.0.0,1.8115942028985506
gi|498503065|ref|NZ_KB822571.1|:6459730-6460344|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D4VTI2|UniRef50_R6A853,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,615,1,0.0.0.0,1.6260162601626016
gi|498503065|ref|NZ_KB822571.1|:6459730-6460344|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D4VTI2|UniRef50_R6A853,root,615,1,0.0.0.0,1.6260162601626016
gi|498503065|ref|NZ_KB822571.1|:c1264831-1264226|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEG6|UniRef50_A9B436,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Pontibacter;s_Pontibacter akesuensis,606,1,0.0.0.0,1.6501650165016502
gi|498503065|ref|NZ_KB822571.1|:c1276565-1275936|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEJ0|UniRef50_B3EUM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,630,2,0.0.0.0,3.1746031746031744
gi|498503065|ref|NZ_KB822571.1|:c399870-399277|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WM85|UniRef50_R7J8Q9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,594,2,0.0.0.0,3.367003367003367
gi|498503065|ref|NZ_KB822571.1|:c3905699-3905100|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LID6|UniRef50_R5B908,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,600,9,0.0.0.0,15.0
gi|498503065|ref|NZ_KB822571.1|:3653480-3654385|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YM54|UniRef50_B5Y9A7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,906,2,2.1.2.5,2.2075055187637966
gi|498503065|ref|NZ_KB822571.1|:c1131333-1130437|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZVM8|UniRef50_F3ZRK2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,897,23,0.0.0.0,25.64102564102564
gi|498503065|ref|NZ_KB822571.1|:5411078-5411950|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6L9P3|UniRef50_R5MK66,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae;g_Xenorhabdus;s_Xenorhabdus bovienii,873,1,2.3.1.245,1.145475372279496
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_;s_Flavobacteriaceae bacterium MAR_2010_188,861,3,0.0.0.0,3.4843205574912894
gi|498503065|ref|NZ_KB822571.1|:4902843-4903703|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5I7R5|UniRef50_R5SPN7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,861,4,0.0.0.0,4.645760743321719
gi|498503065|ref|NZ_KB822571.1|:c4137914-4136976|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DHY0|UniRef50_G8TIS7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,939,1,0.0.0.0,1.0649627263045793
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:887967-888908|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L8Z8|UniRef50_Q5L8Z8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,942,1,1.1.1.37,1.0615711252653928
gi|498503065|ref|NZ_KB822571.1|:4469484-4470437|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6L915|UniRef50_Q2RZ75,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,954,1,1.8.1.9,1.0482180293501049
gi|498503065|ref|NZ_KB822571.1|:c5204967-5204020|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DEW5|UniRef50_Q9S757,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Lysobacter;s_Lysobacter capsici,948,1,2.5.1.47,1.0548523206751055
gi|498503065|ref|NZ_KB822571.1|:242322-243233|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7NRD7|UniRef50_D5EWR9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,912,1,0.0.0.0,1.0964912280701753
gi|498503065|ref|NZ_KB822571.1|:2788214-2789143|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A281|UniRef50_W6S650,root;k_Bacteria;p_Firmicutes,930,1,0.0.0.0,1.075268817204301
gi|498503065|ref|NZ_KB822571.1|:6323472-6324392|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LA97|UniRef50_A5F5C9,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Alcaligenaceae;g_Achromobacter;s_Achromobacter xylosoxidans,921,1,2.1.3.2,1.0857763300760044
gi|498503065|ref|NZ_KB822571.1|:c2545468-2544551|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WZT4|UniRef50_R7JBP6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,918,1,0.0.0.0,1.0893246187363834
gi|498503065|ref|NZ_KB822571.1|:400253-401176|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZPA0|UniRef50_R5MIZ0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,924,1,0.0.0.0,1.0822510822510822
gi|498503065|ref|NZ_KB822571.1|:c1384867-1384076|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. YL32,792,1,0.0.0.0,1.2626262626262625
gi|498503065|ref|NZ_KB822571.1|:c1384867-1384076|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R7DFZ4|UniRef50_R7NQ15,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia intestinalis,792,1,0.0.0.0,1.2626262626262625
gi|498503065|ref|NZ_KB822571.1|:5864293-5865075|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z5Z7|UniRef50_R6RQF5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,783,1,0.0.0.0,1.277139208173691
gi|498503065|ref|NZ_KB822571.1|:970925-971710|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_R7J4Q7,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,786,1,2.3.1.129,1.272264631043257
gi|498503065|ref|NZ_KB822571.1|:c2182777-2182022|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y7R4|UniRef50_B4UHS9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,756,2,0.0.0.0,2.6455026455026456
gi|498503065|ref|NZ_KB822571.1|:c2182777-2182022|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y7R4|UniRef50_B4UHS9,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Elizabethkingia;s_Elizabethkingia miricola,756,1,0.0.0.0,1.3227513227513228
gi|498503065|ref|NZ_KB822571.1|:3054393-3055148|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LFF0|UniRef50_A6KXL2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,756,1,5.3.1.1,1.3227513227513228
gi|498503065|ref|NZ_KB822571.1|:c398302-397556|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WSD2|UniRef50_Q5HGK2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter hormaechei,747,1,1.1.1.100,1.3386880856760375
gi|498503065|ref|NZ_KB822571.1|:c6049222-6048455|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZKZ1|UniRef50_A6LAK6,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,768,1,0.0.0.0,1.3020833333333333
gi|498503065|ref|NZ_KB822571.1|:c1385834-1384992|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A9C4|UniRef50_Q650K4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,843,1,5.3.1.17,1.1862396204033214
gi|498503065|ref|NZ_KB822571.1|:c1298508-1297654|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZYM1|UniRef50_R7JAE6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,855,1,0.0.0.0,1.1695906432748537
