GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|550260673|ref|NZ_KI440779.1|:146983-147156|1099853|g__Coprobacter.s__Coprobacter_fastidiosus|UniRef90_U5CR87|UniRef50_U5CR87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,174,7532,0.0.0.0,43287.356321839085
gi|417689372|ref|NZ_AFGE01000034.1|:c105023-103833|621|g__Shigella.s__Shigella_boydii|UniRef90_P31122|UniRef50_P31122,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1191,1,0.0.0.0,0.8396305625524769
gi|555554473|ref|NZ_KI530592.1|:5244-8816|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q8W7|UniRef50_Q53046,unclassified,3573,3,0.0.0.0,0.8396305625524769
gi|522837954|ref|NZ_KE159520.1|:c414203-413013|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3X6|UniRef50_R5GT82,unclassified,1191,1,0.0.0.0,0.8396305625524769
gi|555546126|ref|NZ_KI530573.1|:c467400-466210|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QIK1|UniRef50_Q9TMM9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1191,1,0.0.0.0,0.8396305625524769
gi|82542618|ref|NC_007613.1|:3725097-3726287|621|g__Shigella.s__Shigella_boydii|UniRef90_C4ZXQ4|UniRef50_C4ZXQ4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1191,1,0.0.0.0,0.8396305625524769
gi|387175331|ref|NZ_JH660541.1|:c2167046-2165853|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_A7ZQU1|UniRef50_Q6D108,unclassified,1194,1,0.0.0.0,0.8375209380234506
gi|498503065|ref|NZ_KB822571.1|:c4940901-4939708|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DBX8|UniRef50_B9L7P1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Cellvibrionaceae;g_Teredinibacter;s_Teredinibacter turnerae,1194,1,0.0.0.0,0.8375209380234506
gi|300689714|ref|NC_014311.1|:2826540-2827733|305|g__Ralstonia.s__Ralstonia_solanacearum|UniRef90_D8NXM8|UniRef50_B5SH62,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,1194,1,0.0.0.0,0.8375209380234506
gi|490134789|ref|NZ_KB822565.1|:c1035601-1034408|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZQZ4|UniRef50_B1W0Z3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium botulinum,1194,1,2.7.2.3,0.8375209380234506
gi|545264057|ref|NZ_KE701631.1|:1800438-1801631|562|g__Escherichia.s__Escherichia_coli|UniRef90_P76335|UniRef50_Q56110,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1194,1,0.0.0.0,0.8375209380234506
gi|490134789|ref|NZ_KB822565.1|:163512-164705|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL8|UniRef50_N1ZFL8,unclassified,1194,1,0.0.0.0,0.8375209380234506
gi|483984529|ref|NZ_KB892638.1|:183731-184924|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037B599E|UniRef50_D4LM54,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1194,1,0.0.0.0,0.8375209380234506
gi|406351884|ref|NZ_JH815271.1|:c239596-238403|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P0AE07|UniRef50_P0AE07,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1194,1,0.0.0.0,0.8375209380234506
gi|410101285|ref|NZ_JH976471.1|:1690519-1691712|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUF5|UniRef50_R5DF76,unclassified,1194,1,0.0.0.0,0.8375209380234506
gi|429919625|ref|NZ_KB021538.1|:c238311-237118|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZQU1|UniRef50_Q6D108,unclassified,1194,1,0.0.0.0,0.8375209380234506
gi|522837953|ref|NZ_KE159519.1|:1532230-1533423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LHM9|UniRef50_Q9ZE56,unclassified,1194,1,2.6.1.1,0.8375209380234506
gi|490137351|ref|NZ_KB822567.1|:c32093-30900|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_R5ACI4|UniRef50_Q9TMM9,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] saccharolyticum,1194,1,0.0.0.0,0.8375209380234506
gi|410101290|ref|NZ_JH976476.1|:391714-392907|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DBX8|UniRef50_B9L7P1,unclassified,1194,1,0.0.0.0,0.8375209380234506
gi|490138457|ref|NZ_KB822569.1|:c108221-107028|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5F7|UniRef50_R6QCW0,unclassified,1194,1,5.1.1.1,0.8375209380234506
gi|410101290|ref|NZ_JH976476.1|:391714-392907|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DBX8|UniRef50_B9L7P1,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales,1194,1,0.0.0.0,0.8375209380234506
gi|490134789|ref|NZ_KB822565.1|:158642-159838|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFL2|UniRef50_G2SXD8,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|490134789|ref|NZ_KB822565.1|:c715818-714622|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDD3|UniRef50_D4KMA0,unclassified,1197,1,4.1.1.36,0.835421888053467
gi|498503065|ref|NZ_KB822571.1|:c1894902-1893706|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6F3|UniRef50_K6A6F3,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|490138457|ref|NZ_KB822569.1|:c51735-50539|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1P6|UniRef50_R6Q9J7,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|555546126|ref|NZ_KI530573.1|:c442812-441616|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDQ9|UniRef50_V2QDQ9,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|498503065|ref|NZ_KB822571.1|:c5496456-5495260|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YFF6|UniRef50_K5YFF6,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|448879098|ref|NZ_KB375282.1|:2249674-2250870|56946|g__Afipia.s__Afipia_broomeae|UniRef90_K8PIT2|UniRef50_Q89KD6,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Nitrobacter;s_Nitrobacter winogradskyi,1197,1,0.0.0.0,0.835421888053467
gi|410101285|ref|NZ_JH976471.1|:c694656-693460|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6F3|UniRef50_K6A6F3,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|555552016|ref|NZ_KI530588.1|:c331433-330237|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QEP2|UniRef50_B8J0Z4,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|421683429|ref|NZ_AMGB01000059.1|:103866-105062|623|g__Shigella.s__Shigella_flexneri|UniRef90_P27896|UniRef50_P27896,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1197,1,2.7.13.3,0.835421888053467
gi|498503065|ref|NZ_KB822571.1|:c3842594-3841398|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZU19|UniRef50_R6SEA8,unclassified,1197,1,0.0.0.0,0.835421888053467
gi|522837955|ref|NZ_KE159521.1|:c105801-103405|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5DGG6,unclassified,2397,2,0.0.0.0,0.8343763037129747
gi|522837947|ref|NZ_KE159513.1|:467595-469991|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z9H7|UniRef50_R5DGG6,unclassified,2397,2,0.0.0.0,0.8343763037129747
gi|548609845|gb|ASJI01000012.1|:60546-61745|549|g__Pantoea.s__Pantoea_agglomerans|UniRef90_E1SIS0|UniRef50_E8YQ49,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Pantoea;s_Pantoea agglomerans,1200,1,2.3.1.29,0.8333333333333334
gi|498503065|ref|NZ_KB822571.1|:c903505-902306|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AMH0|UniRef50_D6CZR1,unclassified,1200,1,0.0.0.0,0.8333333333333334
gi|146337175|ref|NC_009445.1|:3262645-3265044|114615|g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_278|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Afipia;s_Afipia sp. GAS231,2400,2,0.0.0.0,0.8333333333333334
gi|555546126|ref|NZ_KI530573.1|:c150425-149226|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QKM4|UniRef50_V2QKM4,unclassified,1200,1,0.0.0.0,0.8333333333333334
gi|490134789|ref|NZ_KB822565.1|:c711015-709816|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZLX1|UniRef50_R5A9K0,unclassified,1200,1,0.0.0.0,0.8333333333333334
gi|522837953|ref|NZ_KE159519.1|:c660797-658395|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,2403,2,2.7.13.3,0.8322929671244278
gi|296395689|ref|NZ_ADBT01000243.1|:c1202-1|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1202,1,0.0.0.0,0.831946755407654
gi|483984598|ref|NZ_KB892647.1|:54777-55979|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037574ED|UniRef50_P94437,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1203,1,0.0.0.0,0.8312551953449708
gi|240114588|ref|NZ_CABC01000120.1|:1628-2830|1270|g__Micrococcus.s__Micrococcus_luteus|UniRef90_C5CCR2|UniRef50_C5CCR2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Micrococcus;s_Micrococcus luteus,1203,1,0.0.0.0,0.8312551953449708
gi|410101288|ref|NZ_JH976474.1|:16099-17301|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X487|UniRef50_R7EVE0,unclassified,1203,1,4.3.1.17,0.8312551953449708
gi|420363885|ref|NZ_AKNE01000052.1|:c104077-102875|624|g__Shigella.s__Shigella_sonnei|UniRef90_B7N5L4|UniRef50_B7N5L4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1203,1,0.0.0.0,0.8312551953449708
gi|522837955|ref|NZ_KE159521.1|:c119292-118090|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BC16|UniRef50_E0RYL7,unclassified,1203,1,0.0.0.0,0.8312551953449708
gi|387175335|ref|NZ_JH660545.1|:300753-301955|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P37631|UniRef50_P37631,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1203,1,0.0.0.0,0.8312551953449708
gi|410101288|ref|NZ_JH976474.1|:c865797-864595|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ALL6|UniRef50_I4AKP9,unclassified,1203,1,4.1.1.36,0.8312551953449708
gi|490134789|ref|NZ_KB822565.1|:690937-692139|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZDL8|UniRef50_N1ZDL8,unclassified,1203,1,0.0.0.0,0.8312551953449708
gi|490152031|ref|NZ_KB822407.1|:c50985-47374|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_unknown|UniRef50_Q82Z40,unclassified,3612,3,2.7.7.6,0.8305647840531561
gi|410101291|ref|NZ_JH976477.1|:c272570-270162|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7B3|UniRef50_R5LWU6,unclassified,2409,2,0.0.0.0,0.8302200083022001
gi|522837953|ref|NZ_KE159519.1|:36684-37889|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y4A7|UniRef50_R5MDK3,unclassified,1206,1,0.0.0.0,0.8291873963515755
gi|387175331|ref|NZ_JH660541.1|:642829-644034|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P0C7L3|UniRef50_P0C7L3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1206,1,2.3.1.174,0.8291873963515755
gi|498503065|ref|NZ_KB822571.1|:c3322328-3321123|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YJ28|UniRef50_R6WYQ7,unclassified,1206,1,0.0.0.0,0.8291873963515755
gi|410101287|ref|NZ_JH976473.1|:c506772-505567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTL7|UniRef50_R6LLS7,unclassified,1206,1,0.0.0.0,0.8291873963515755
gi|430025167|ref|NZ_KB004313.1|:17723-18928|562|g__Escherichia.s__Escherichia_coli|UniRef90_P31064|UniRef50_Q06400,root;k_Bacteria,1206,1,0.0.0.0,0.8291873963515755
gi|484049811|ref|NZ_AJHH01000012.1|:c4733-2319|213312|g__Herbaspirillum.s__Herbaspirillum_lusitanum|UniRef90_unknown|UniRef50_unknown,unclassified,2415,2,0.0.0.0,0.8281573498964803
gi|422320505|ref|NZ_GL636042.1|:c12042-10835|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_R4XZS2|UniRef50_A4VM51,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Collimonas;s_Collimonas arenae,1208,1,0.0.0.0,0.8278145695364238
gi|317123177|ref|NC_014830.1|:1021583-1025209|53358|g__Intrasporangium.s__Intrasporangium_calvum|UniRef90_unknown|UniRef50_unknown,unclassified,3627,3,0.0.0.0,0.8271298593879239
gi|498503065|ref|NZ_KB822571.1|:4270578-4271786|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B068|UniRef50_N2B068,unclassified,1209,1,0.0.0.0,0.8271298593879238
gi|335055332|ref|NZ_AFIL01000075.1|:6196-7404|936048|g__Propionibacterium.s__Propionibacterium_sp_434_HC2|UniRef90_M9VFS4|UniRef50_D7GG84,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1209,1,0.0.0.0,0.8271298593879238
gi|491124812|ref|NZ_KB849705.1|:c724210-723002|40214|g__Acinetobacter.s__Acinetobacter_johnsonii|UniRef90_N9QGE5|UniRef50_D8JDP9,unclassified,1209,1,0.0.0.0,0.8271298593879238
gi|498503065|ref|NZ_KB822571.1|:4355075-4356283|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AZK3|UniRef50_N2AZK3,unclassified,1209,1,0.0.0.0,0.8271298593879238
gi|498503065|ref|NZ_KB822571.1|:6442521-6443729|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZQ2|UniRef50_T2NEL4,unclassified,1209,1,0.0.0.0,0.8271298593879238
gi|522837954|ref|NZ_KE159520.1|:652185-653393|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRD1|UniRef50_R6DAX6,unclassified,1209,1,0.0.0.0,0.8271298593879238
gi|484037105|ref|NZ_CAJQ01000040.1|:17065-18273|151414|g__Afipia.s__Afipia_birgiae|UniRef90_unknown|UniRef50_W1JXP3,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium;s_Bradyrhizobium ottawaense,1209,1,0.0.0.0,0.8271298593879238
gi|335050462|ref|NZ_AFIK01000008.1|:c9500-8292|936047|g__Propionibacterium.s__Propionibacterium_sp_409_HC1|UniRef90_G8VIN9|UniRef50_G8VIN9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1209,1,0.0.0.0,0.8271298593879238
gi|522837955|ref|NZ_KE159521.1|:144100-145311|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1H6|UniRef50_T2NB95,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|355707189|ref|NZ_JH376566.1|:694376-695587|450748|g__Propionibacterium.s__Propionibacterium_sp_5_U_42AFAA|UniRef90_Q6ABH0|UniRef50_D4HF89,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1212,1,0.0.0.0,0.8250825082508251
gi|522837954|ref|NZ_KE159520.1|:1068735-1069946|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU02|UniRef50_R6JLD5,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|522837947|ref|NZ_KE159513.1|:c2390912-2389701|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BGF0|UniRef50_R7KEA4,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|224580995|ref|NZ_GG657384.1|:1560355-1562778|562|g__Shigella.s__Shigella_sp_D9|UniRef90_unknown|UniRef50_D7YAA8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,2424,2,0.0.0.0,0.8250825082508251
gi|410101286|ref|NZ_JH976472.1|:c905405-904194|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AMH0|UniRef50_D6CZR1,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|406351884|ref|NZ_JH815271.1|:130321-131532|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P77589|UniRef50_P77589,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1212,1,0.0.0.0,0.8250825082508251
gi|498503065|ref|NZ_KB822571.1|:1901269-1902480|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LH29|UniRef50_A6H294,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|498503065|ref|NZ_KB822571.1|:2551717-2552928|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A259|UniRef50_R6KHS0,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|498503065|ref|NZ_KB822571.1|:5699694-5700905|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZH70|UniRef50_K5ZH70,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|555552016|ref|NZ_KI530588.1|:92728-93939|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QAE9|UniRef50_V2QAE9,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|498503065|ref|NZ_KB822571.1|:4190596-4191807|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_I9EMK9|UniRef50_D6D398,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1212,1,0.0.0.0,0.8250825082508251
gi|498503065|ref|NZ_KB822571.1|:300869-302080|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BGF0|UniRef50_R7KEA4,unclassified,1212,1,0.0.0.0,0.8250825082508251
gi|224485414|ref|NZ_EQ973149.1|:128-1339|457395|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA|UniRef90_I9EMK9|UniRef50_D6D398,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1212,1,0.0.0.0,0.8250825082508251
gi|498503065|ref|NZ_KB822571.1|:c3195286-3194075|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZNC5|UniRef50_Q5LH68,unclassified,1212,1,2.4.1.281,0.8250825082508251
gi|410101287|ref|NZ_JH976473.1|:947591-948802|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZNC5|UniRef50_Q5LH68,unclassified,1212,1,2.4.1.281,0.8250825082508251
gi|383768277|ref|NC_017082.1|:c2629369-2628155|335659|g__Bradyrhizobium.s__Bradyrhizobium_sp_S23321|UniRef90_UPI0002DA574E|UniRef50_Q9SLK0,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Bradyrhizobium,1215,1,1.1.1.42,0.8230452674897119
gi|498503065|ref|NZ_KB822571.1|:c6393374-6392160|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUH8|UniRef50_K5YUH8,unclassified,1215,1,0.0.0.0,0.8230452674897119
gi|544935788|ref|NZ_AVCO01000027.1|:20748-21962|1384060|g__Rhodococcus.s__Rhodococcus_sp_P27|UniRef90_T1VMW7|UniRef50_K0F8Q7,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Nocardiaceae;g_Rhodococcus;s_Rhodococcus erythropolis,1215,1,0.0.0.0,0.8230452674897119
gi|490150767|ref|NZ_KB822405.1|:c314937-313723|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZY08|UniRef50_D4MHB3,unclassified,1215,1,0.0.0.0,0.8230452674897119
gi|416277457|ref|NZ_AERM01000242.1|:c46313-45096|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_P71237|UniRef50_P71237,root;k_Bacteria,1218,1,0.0.0.0,0.8210180623973727
gi|522837953|ref|NZ_KE159519.1|:1530931-1532148|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YIY6|UniRef50_B4S5Y8,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Syntrophobotulus;s_Syntrophobotulus glycolicus,1218,1,4.1.99.12,0.8210180623973727
gi|498503065|ref|NZ_KB822571.1|:4503030-4504247|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZDV3|UniRef50_K5ZDV3,unclassified,1218,1,0.0.0.0,0.8210180623973727
gi|498503065|ref|NZ_KB822571.1|:869924-871141|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B1M3|UniRef50_F9D2W2,unclassified,1218,1,0.0.0.0,0.8210180623973727
gi|555549731|ref|NZ_KI530584.1|:324401-325618|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QFY8|UniRef50_V2QFY8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium columnare,1218,1,0.0.0.0,0.8210180623973727
gi|452230728|ref|NZ_AEKA01000083.1|:3578-4795|754332|g__Escherichia.s__Escherichia_sp_TW10509|UniRef90_unknown|UniRef50_A6TBU8,root;k_Bacteria,1218,1,4.2.1.90,0.8210180623973727
gi|406351866|ref|NZ_JH815253.1|:c457042-455825|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q57TI9|UniRef50_Q8Z9L3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1218,1,2.8.3.21,0.8210180623973727
gi|335054074|ref|NZ_AFIL01000039.1|:17801-20239|936048|g__Propionibacterium.s__Propionibacterium_sp_434_HC2|UniRef90_D4HA69|UniRef50_Q9XAR0,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,2439,2,0.0.0.0,0.8200082000820008
gi|498503065|ref|NZ_KB822571.1|:c1108172-1106952|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZIP6|UniRef50_F9D2W2,unclassified,1221,1,0.0.0.0,0.8190008190008189
gi|555552016|ref|NZ_KI530588.1|:c357438-356218|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PYI2|UniRef50_Q126M1,unclassified,1221,1,4.2.1.20,0.8190008190008189
gi|224580995|ref|NZ_GG657384.1|:940068-941288|562|g__Shigella.s__Shigella_sp_D9|UniRef90_B7NTV6|UniRef50_Q7N3U5,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1221,1,2.8.1.7,0.8190008190008189
gi|387175331|ref|NZ_JH660541.1|:c827221-826001|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P50456|UniRef50_P50456,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1221,1,0.0.0.0,0.8190008190008189
gi|522837947|ref|NZ_KE159513.1|:1541442-1542662|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AIS2|UniRef50_N2AIS2,unclassified,1221,1,0.0.0.0,0.8190008190008189
gi|522837957|ref|NZ_KE159523.1|:116555-117775|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZIP6|UniRef50_F9D2W2,unclassified,1221,1,0.0.0.0,0.8190008190008189
gi|224580998|ref|NZ_GG657387.1|:c481570-480350|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AF22|UniRef50_P0AF22,root;k_Bacteria,1221,1,0.0.0.0,0.8190008190008189
gi|387175330|ref|NZ_JH660540.1|:c457282-456062|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P0AF22|UniRef50_P0AF22,root;k_Bacteria,1221,1,0.0.0.0,0.8190008190008189
